stage	trans
G43	TRINITY_DN124510_c0_g1_i1
G43	TRINITY_DN124525_c3_g1_i1
G43	TRINITY_DN124659_c5_g1_i1
G43	TRINITY_DN125085_c3_g2_i1
G43	TRINITY_DN125088_c1_g2_i3
G43	TRINITY_DN125180_c1_g2_i6
G43	TRINITY_DN125224_c9_g1_i3
G43	TRINITY_DN125379_c5_g1_i2
G43	TRINITY_DN125437_c3_g1_i1
G43	TRINITY_DN125649_c5_g7_i1
G43	TRINITY_DN125654_c3_g5_i1
G43	TRINITY_DN126043_c5_g1_i4
G43	TRINITY_DN126936_c2_g4_i1
G43	TRINITY_DN126970_c4_g1_i4
G43	TRINITY_DN127283_c6_g2_i1
G43	TRINITY_DN127651_c1_g1_i2
G43	TRINITY_DN127656_c7_g1_i5
G43	TRINITY_DN127764_c4_g1_i1
G43	TRINITY_DN127845_c6_g2_i3
G43	TRINITY_DN127997_c8_g1_i4
G43	TRINITY_DN128184_c1_g1_i2
G43	TRINITY_DN128397_c8_g1_i2
G43	TRINITY_DN128628_c4_g1_i4
G43	TRINITY_DN128821_c4_g2_i3
G43	TRINITY_DN129015_c5_g2_i4
G43	TRINITY_DN129205_c0_g3_i1
G43	TRINITY_DN129508_c3_g1_i1
G43	TRINITY_DN129517_c3_g3_i3
G43	TRINITY_DN129596_c2_g1_i1
G43	TRINITY_DN129633_c3_g2_i4
G43	TRINITY_DN130224_c4_g1_i4
G43	TRINITY_DN130792_c6_g1_i2
G43	TRINITY_DN130807_c4_g7_i1
G43	TRINITY_DN130881_c4_g1_i1
G43	TRINITY_DN131001_c5_g4_i2
G43	TRINITY_DN131461_c2_g1_i4
G43	TRINITY_DN131464_c6_g2_i2
G43	TRINITY_DN131492_c4_g2_i1
G43	TRINITY_DN131778_c7_g1_i3
G43	TRINITY_DN131888_c0_g2_i3
G43	TRINITY_DN131959_c5_g1_i8
G43	TRINITY_DN132534_c5_g1_i1
G43	TRINITY_DN132832_c8_g1_i6
G43	TRINITY_DN132952_c0_g1_i1
G43	TRINITY_DN133032_c2_g1_i7
G43	TRINITY_DN133898_c2_g6_i4
G43	TRINITY_DN134046_c3_g1_i4
G43	TRINITY_DN134132_c0_g1_i6
G43	TRINITY_DN134154_c2_g1_i1
G43	TRINITY_DN134542_c3_g2_i2
G43	TRINITY_DN134695_c6_g4_i1
G43	TRINITY_DN134731_c0_g1_i1
G43	TRINITY_DN134900_c2_g1_i7
G43	TRINITY_DN135067_c1_g1_i1
G43	TRINITY_DN135164_c2_g1_i9
G43	TRINITY_DN135164_c2_g2_i1
G43	TRINITY_DN136141_c2_g2_i3
G43	TRINITY_DN136385_c2_g2_i3
G43	TRINITY_DN136421_c0_g1_i1
G43	TRINITY_DN136660_c0_g3_i3
G43	TRINITY_DN136682_c0_g1_i2
G43	TRINITY_DN136766_c3_g3_i1
G43	TRINITY_DN137092_c6_g1_i2
G43	TRINITY_DN137627_c1_g5_i3
G43	TRINITY_DN137664_c1_g1_i13
G43	TRINITY_DN137832_c2_g6_i1
G43	TRINITY_DN138077_c0_g1_i1
G43	TRINITY_DN138182_c3_g3_i6
G43	TRINITY_DN138453_c3_g1_i1
G43	TRINITY_DN138829_c0_g2_i1
G43	TRINITY_DN138857_c3_g1_i1
G43	TRINITY_DN139383_c4_g4_i1
G43	TRINITY_DN139661_c0_g5_i3
G43	TRINITY_DN140301_c3_g1_i3
G43	TRINITY_DN140335_c1_g7_i1
G43	TRINITY_DN140522_c5_g5_i1
G43	TRINITY_DN140734_c6_g1_i1
G43	TRINITY_DN140774_c3_g4_i7
G43	TRINITY_DN140844_c1_g1_i1
G43	TRINITY_DN141024_c3_g2_i1
G43	TRINITY_DN141217_c6_g2_i1
G43	TRINITY_DN141419_c3_g4_i1
G43	TRINITY_DN141655_c5_g1_i5
G43	TRINITY_DN141726_c5_g1_i3
G43	TRINITY_DN141911_c6_g1_i2
G43	TRINITY_DN141916_c6_g2_i1
G43	TRINITY_DN142175_c0_g1_i9
G43	TRINITY_DN142343_c9_g1_i4
G43	TRINITY_DN142431_c6_g4_i1
G43	TRINITY_DN142657_c2_g1_i6
G43	TRINITY_DN142834_c2_g2_i1
G43	TRINITY_DN143274_c1_g1_i1
G43	TRINITY_DN143931_c3_g1_i3
G43	TRINITY_DN144026_c3_g2_i1
G43	TRINITY_DN144085_c5_g2_i5
G43	TRINITY_DN144125_c2_g1_i2
G43	TRINITY_DN144357_c9_g1_i3
G43	TRINITY_DN144357_c9_g2_i3
G43	TRINITY_DN144366_c11_g2_i1
G43	TRINITY_DN144374_c7_g1_i1
G46	TRINITY_DN139592_c1_g1_i2
G46	TRINITY_DN122527_c3_g3_i2
G46	TRINITY_DN142956_c2_g2_i8
G46	TRINITY_DN136162_c1_g3_i1
G46	TRINITY_DN138607_c1_g1_i4
G46	TRINITY_DN133529_c2_g8_i1
G46	TRINITY_DN117683_c1_g4_i1
G46	TRINITY_DN124618_c0_g1_i22
G46	TRINITY_DN138888_c2_g1_i1
G46	TRINITY_DN133830_c0_g2_i2
G46	TRINITY_DN122971_c8_g1_i1
G46	TRINITY_DN116660_c0_g1_i1
G46	TRINITY_DN143301_c3_g1_i2
G46	TRINITY_DN138888_c1_g1_i1
G46	TRINITY_DN143475_c5_g4_i1
G46	TRINITY_DN125136_c2_g1_i2
G46	TRINITY_DN120335_c0_g1_i1
G46	TRINITY_DN130396_c0_g1_i8
G46	TRINITY_DN121442_c2_g1_i7
G46	TRINITY_DN137400_c0_g2_i2
G46	TRINITY_DN127271_c0_g1_i1
G46	TRINITY_DN144396_c10_g3_i1
G46	TRINITY_DN140794_c4_g1_i14
G46	TRINITY_DN41157_c0_g1_i1
G46	TRINITY_DN133738_c1_g1_i12
G46	TRINITY_DN138311_c8_g3_i4
G46	TRINITY_DN119725_c5_g4_i1
G46	TRINITY_DN136665_c8_g2_i2
G46	TRINITY_DN138514_c2_g1_i5
G46	TRINITY_DN109051_c0_g1_i1
G46	TRINITY_DN139592_c0_g1_i5
G46	TRINITY_DN117437_c7_g1_i2
G46	TRINITY_DN131712_c1_g3_i2
G46	TRINITY_DN141216_c0_g2_i2
G46	TRINITY_DN143532_c10_g1_i3
G46	TRINITY_DN131002_c1_g3_i3
G46	TRINITY_DN118649_c0_g4_i2
G46	TRINITY_DN117266_c0_g1_i5
G46	TRINITY_DN114469_c5_g3_i1
G46	TRINITY_DN135761_c4_g1_i1
G46	TRINITY_DN129883_c5_g2_i3
G46	TRINITY_DN128176_c4_g2_i3
G46	TRINITY_DN134069_c4_g3_i1
G46	TRINITY_DN135095_c7_g1_i1
G46	TRINITY_DN141662_c1_g3_i2
G46	TRINITY_DN142813_c8_g1_i2
G46	TRINITY_DN136944_c13_g2_i3
G46	TRINITY_DN121371_c0_g2_i5
G46	TRINITY_DN115975_c4_g1_i3
G46	TRINITY_DN128369_c2_g1_i1
G46	TRINITY_DN129281_c3_g1_i2
G46	TRINITY_DN122556_c2_g2_i1
G46	TRINITY_DN118030_c5_g3_i1
G46	TRINITY_DN131702_c2_g2_i3
G46	TRINITY_DN135604_c0_g2_i1
G46	TRINITY_DN137895_c5_g2_i1
G46	TRINITY_DN138733_c2_g1_i3
G46	TRINITY_DN132619_c2_g1_i1
G46	TRINITY_DN129663_c8_g1_i2
G46	TRINITY_DN129353_c4_g1_i2
G46	TRINITY_DN129535_c3_g1_i1
G46	TRINITY_DN118680_c4_g2_i4
G46	TRINITY_DN113088_c0_g1_i1
G46	TRINITY_DN124928_c3_g1_i8
G46	TRINITY_DN144384_c11_g1_i4
G46	TRINITY_DN143733_c6_g2_i1
G46	TRINITY_DN123475_c3_g2_i1
G46	TRINITY_DN137359_c2_g3_i1
G46	TRINITY_DN128896_c1_g1_i1
G46	TRINITY_DN139845_c0_g2_i1
G46	TRINITY_DN113570_c0_g1_i1
G46	TRINITY_DN113366_c1_g1_i2
G46	TRINITY_DN128777_c5_g4_i1
G46	TRINITY_DN123578_c7_g2_i1
G46	TRINITY_DN142669_c3_g1_i3
G46	TRINITY_DN139592_c1_g2_i8
G46	TRINITY_DN139180_c2_g1_i1
G46	TRINITY_DN114789_c1_g1_i4
G46	TRINITY_DN133709_c3_g2_i1
G46	TRINITY_DN141511_c0_g2_i4
G46	TRINITY_DN124920_c4_g1_i1
G46	TRINITY_DN133922_c4_g3_i3
G46	TRINITY_DN127096_c7_g1_i1
G46	TRINITY_DN128951_c2_g4_i1
G46	TRINITY_DN124229_c8_g3_i1
G46	TRINITY_DN138548_c3_g2_i7
G46	TRINITY_DN127836_c3_g1_i3
G46	TRINITY_DN122070_c2_g1_i1
G46	TRINITY_DN122936_c6_g2_i2
G46	TRINITY_DN128823_c1_g3_i1
G46	TRINITY_DN143253_c3_g3_i3
G46	TRINITY_DN136733_c3_g1_i1
G46	TRINITY_DN135508_c1_g1_i3
G46	TRINITY_DN129934_c1_g2_i3
G46	TRINITY_DN135258_c9_g1_i6
G46	TRINITY_DN123470_c11_g1_i1
G46	TRINITY_DN144296_c2_g1_i3
G46	TRINITY_DN124346_c1_g3_i1
G46	TRINITY_DN123560_c7_g1_i2
G46	TRINITY_DN139585_c9_g1_i8
G46	TRINITY_DN125656_c1_g3_i1
G46	TRINITY_DN137525_c7_g2_i1
G46	TRINITY_DN117884_c8_g1_i2
G46	TRINITY_DN128735_c4_g1_i1
G46	TRINITY_DN130702_c5_g1_i1
G46	TRINITY_DN124697_c2_g1_i9
G46	TRINITY_DN125333_c0_g3_i1
G46	TRINITY_DN118403_c2_g2_i1
G46	TRINITY_DN118066_c0_g1_i1
G46	TRINITY_DN121030_c4_g4_i1
G46	TRINITY_DN141297_c4_g5_i1
G46	TRINITY_DN130847_c2_g1_i1
G46	TRINITY_DN140534_c3_g1_i3
G46	TRINITY_DN138505_c2_g1_i7
G46	TRINITY_DN123205_c2_g1_i2
G46	TRINITY_DN116179_c0_g1_i1
G46	TRINITY_DN122217_c9_g1_i1
G46	TRINITY_DN120864_c3_g1_i1
G46	TRINITY_DN136570_c4_g1_i1
G46	TRINITY_DN134675_c1_g1_i1
G46	TRINITY_DN125718_c7_g1_i2
G46	TRINITY_DN131754_c10_g1_i2
G46	TRINITY_DN134470_c3_g2_i1
G46	TRINITY_DN125936_c6_g2_i1
G46	TRINITY_DN123447_c6_g1_i3
G46	TRINITY_DN124901_c0_g1_i1
G46	TRINITY_DN131615_c3_g1_i2
G46	TRINITY_DN139035_c0_g2_i1
G46	TRINITY_DN141756_c3_g2_i1
G46	TRINITY_DN144378_c17_g1_i2
G46	TRINITY_DN142466_c0_g1_i2
G46	TRINITY_DN115189_c6_g1_i1
G46	TRINITY_DN133526_c1_g5_i2
G46	TRINITY_DN135213_c3_g2_i1
G46	TRINITY_DN136685_c0_g3_i2
G46	TRINITY_DN122879_c0_g1_i16
G46	TRINITY_DN129833_c3_g1_i5
G46	TRINITY_DN127693_c3_g1_i1
G46	TRINITY_DN136040_c0_g6_i1
G46	TRINITY_DN130293_c5_g2_i1
G46	TRINITY_DN129922_c10_g1_i2
G46	TRINITY_DN144318_c15_g2_i10
G46	TRINITY_DN137268_c2_g2_i4
G46	TRINITY_DN143638_c1_g1_i6
G46	TRINITY_DN120973_c0_g3_i10
G46	TRINITY_DN136037_c1_g2_i4
G46	TRINITY_DN119897_c4_g1_i2
G46	TRINITY_DN131568_c7_g2_i3
G46	TRINITY_DN118694_c3_g2_i2
G46	TRINITY_DN143732_c1_g1_i2
G46	TRINITY_DN125707_c0_g1_i10
G46	TRINITY_DN120482_c5_g1_i2
G46	TRINITY_DN140989_c3_g1_i4
G46	TRINITY_DN141163_c0_g2_i1
G46	TRINITY_DN122394_c1_g3_i1
G46	TRINITY_DN138650_c4_g4_i2
G46	TRINITY_DN117126_c5_g1_i6
G46	TRINITY_DN139720_c3_g1_i3
G46	TRINITY_DN144309_c7_g1_i1
G46	TRINITY_DN132637_c0_g1_i3
G46	TRINITY_DN123957_c0_g2_i1
G46	TRINITY_DN142316_c7_g1_i1
G46	TRINITY_DN140881_c1_g1_i2
G46	TRINITY_DN120921_c1_g1_i2
G46	TRINITY_DN123584_c3_g1_i2
G46	TRINITY_DN144167_c7_g1_i3
G46	TRINITY_DN137243_c2_g1_i2
G46	TRINITY_DN116785_c1_g2_i1
G46	TRINITY_DN128782_c0_g1_i3
G46	TRINITY_DN125911_c0_g1_i2
G46	TRINITY_DN128716_c2_g5_i1
G46	TRINITY_DN128558_c0_g2_i2
G46	TRINITY_DN135702_c3_g1_i1
G46	TRINITY_DN143228_c4_g2_i3
G46	TRINITY_DN130365_c2_g4_i2
G46	TRINITY_DN126983_c9_g1_i3
G46	TRINITY_DN135729_c3_g1_i1
G46	TRINITY_DN106500_c0_g1_i1
G46	TRINITY_DN116344_c0_g1_i1
G46	TRINITY_DN137403_c6_g1_i2
G46	TRINITY_DN128716_c2_g4_i1
G46	TRINITY_DN139230_c1_g1_i3
G46	TRINITY_DN121474_c3_g4_i1
G46	TRINITY_DN143190_c5_g2_i1
G46	TRINITY_DN132485_c3_g2_i1
G46	TRINITY_DN115982_c0_g1_i1
G46	TRINITY_DN122523_c2_g2_i2
G46	TRINITY_DN125703_c1_g1_i2
G46	TRINITY_DN130381_c6_g1_i7
G46	TRINITY_DN128839_c0_g1_i1
G46	TRINITY_DN138312_c2_g2_i2
G46	TRINITY_DN114553_c8_g1_i2
G46	TRINITY_DN129613_c1_g2_i7
G46	TRINITY_DN144318_c17_g3_i1
G46	TRINITY_DN136359_c3_g1_i2
G46	TRINITY_DN141081_c0_g1_i6
G46	TRINITY_DN111603_c0_g1_i3
G46	TRINITY_DN139317_c0_g3_i1
G46	TRINITY_DN135602_c13_g1_i2
G46	TRINITY_DN134596_c1_g1_i1
G46	TRINITY_DN116517_c4_g5_i1
G46	TRINITY_DN119548_c0_g1_i10
G46	TRINITY_DN128046_c0_g5_i1
G46	TRINITY_DN144199_c7_g1_i5
G46	TRINITY_DN133738_c0_g2_i2
G46	TRINITY_DN137536_c0_g2_i1
G46	TRINITY_DN126730_c2_g3_i1
G46	TRINITY_DN131478_c2_g1_i17
G46	TRINITY_DN123249_c10_g1_i2
G46	TRINITY_DN140767_c7_g5_i1
G46	TRINITY_DN116797_c4_g1_i2
G46	TRINITY_DN125490_c0_g2_i4
G46	TRINITY_DN137141_c4_g2_i2
G46	TRINITY_DN116151_c3_g2_i1
G46	TRINITY_DN115811_c3_g2_i1
G46	TRINITY_DN140784_c2_g1_i1
G46	TRINITY_DN139092_c9_g1_i1
G46	TRINITY_DN119771_c6_g1_i2
G46	TRINITY_DN131077_c0_g1_i1
G46	TRINITY_DN143480_c7_g2_i1
G46	TRINITY_DN138492_c0_g1_i6
G46	TRINITY_DN141209_c3_g1_i4
G46	TRINITY_DN143051_c4_g1_i9
G46	TRINITY_DN143847_c5_g1_i2
G46	TRINITY_DN130713_c6_g5_i1
G46	TRINITY_DN120656_c4_g2_i1
G46	TRINITY_DN118066_c1_g1_i6
G46	TRINITY_DN130585_c0_g1_i1
G46	TRINITY_DN140399_c0_g1_i4
G46	TRINITY_DN124691_c3_g2_i4
G46	TRINITY_DN134077_c1_g2_i4
G46	TRINITY_DN141995_c5_g1_i1
G46	TRINITY_DN116805_c9_g1_i1
G46	TRINITY_DN115580_c1_g1_i2
G46	TRINITY_DN116369_c0_g1_i1
G46	TRINITY_DN122896_c1_g2_i3
G46	TRINITY_DN133581_c1_g1_i2
G46	TRINITY_DN119973_c1_g1_i6
G46	TRINITY_DN130007_c1_g1_i4
G46	TRINITY_DN125966_c1_g3_i7
G46	TRINITY_DN134036_c6_g1_i2
G46	TRINITY_DN142641_c1_g2_i4
G46	TRINITY_DN141979_c3_g1_i3
G46	TRINITY_DN139810_c0_g1_i1
G46	TRINITY_DN132620_c5_g1_i2
G46	TRINITY_DN116572_c5_g1_i5
G46	TRINITY_DN113269_c0_g1_i1
G46	TRINITY_DN122585_c4_g4_i1
G46	TRINITY_DN131614_c4_g1_i4
G46	TRINITY_DN130114_c8_g1_i1
G46	TRINITY_DN127077_c4_g4_i1
G46	TRINITY_DN143892_c10_g1_i1
G46	TRINITY_DN117901_c2_g1_i7
G46	TRINITY_DN122108_c7_g1_i4
G46	TRINITY_DN133159_c5_g1_i3
G46	TRINITY_DN136721_c0_g1_i2
G46	TRINITY_DN139983_c6_g2_i6
G46	TRINITY_DN128866_c4_g2_i1
G46	TRINITY_DN120562_c0_g1_i1
G46	TRINITY_DN127468_c3_g2_i6
G46	TRINITY_DN132234_c0_g1_i1
G46	TRINITY_DN124198_c4_g4_i1
G46	TRINITY_DN133707_c4_g3_i4
G46	TRINITY_DN135882_c8_g1_i2
G46	TRINITY_DN139424_c1_g1_i13
G46	TRINITY_DN125165_c10_g1_i2
G46	TRINITY_DN126103_c0_g1_i1
G46	TRINITY_DN139568_c6_g1_i1
G46	TRINITY_DN141272_c4_g1_i8
G46	TRINITY_DN114851_c0_g2_i3
G46	TRINITY_DN137789_c0_g1_i7
G46	TRINITY_DN131608_c2_g1_i1
G46	TRINITY_DN130674_c13_g2_i1
G46	TRINITY_DN142409_c2_g3_i1
G46	TRINITY_DN134633_c1_g2_i2
G46	TRINITY_DN137696_c1_g8_i1
G46	TRINITY_DN133133_c0_g1_i2
G46	TRINITY_DN143523_c7_g6_i1
G46	TRINITY_DN138153_c2_g1_i1
G46	TRINITY_DN142278_c11_g4_i1
G46	TRINITY_DN131023_c7_g1_i2
G46	TRINITY_DN137103_c4_g1_i1
G46	TRINITY_DN127271_c0_g4_i1
G46	TRINITY_DN144321_c2_g3_i1
G46	TRINITY_DN134691_c3_g1_i1
G46	TRINITY_DN140830_c6_g4_i1
G46	TRINITY_DN142026_c4_g6_i1
G46	TRINITY_DN141673_c0_g2_i4
G46	TRINITY_DN126072_c2_g1_i4
G46	TRINITY_DN114041_c0_g4_i2
G46	TRINITY_DN128917_c7_g1_i1
G46	TRINITY_DN131715_c1_g4_i1
G46	TRINITY_DN122890_c3_g3_i8
G46	TRINITY_DN130330_c4_g1_i1
G46	TRINITY_DN125678_c7_g1_i2
G46	TRINITY_DN126197_c3_g1_i3
G46	TRINITY_DN131907_c4_g1_i1
G46	TRINITY_DN140061_c1_g2_i1
G46	TRINITY_DN139947_c3_g1_i1
G46	TRINITY_DN114041_c0_g1_i18
G46	TRINITY_DN123422_c5_g1_i1
G46	TRINITY_DN122860_c6_g1_i1
G46	TRINITY_DN126376_c3_g2_i1
G46	TRINITY_DN138735_c3_g1_i1
G46	TRINITY_DN121186_c4_g1_i8
G46	TRINITY_DN134658_c3_g1_i1
G46	TRINITY_DN120861_c4_g2_i3
G46	TRINITY_DN134997_c1_g1_i1
G46	TRINITY_DN121272_c2_g1_i1
G46	TRINITY_DN119075_c3_g6_i2
G46	TRINITY_DN128841_c2_g4_i2
G46	TRINITY_DN135022_c0_g2_i1
G46	TRINITY_DN133499_c0_g1_i2
G46	TRINITY_DN119636_c4_g2_i2
G46	TRINITY_DN143153_c1_g1_i1
G46	TRINITY_DN142287_c2_g1_i1
G46	TRINITY_DN129801_c2_g1_i1
G46	TRINITY_DN133373_c3_g1_i4
G46	TRINITY_DN132518_c0_g1_i1
G46	TRINITY_DN140242_c3_g1_i4
G46	TRINITY_DN131922_c1_g3_i1
G46	TRINITY_DN137864_c0_g1_i4
G46	TRINITY_DN134792_c6_g2_i1
G46	TRINITY_DN119082_c0_g1_i3
G46	TRINITY_DN123507_c8_g1_i1
G46	TRINITY_DN127330_c1_g2_i1
G46	TRINITY_DN137688_c4_g2_i1
G46	TRINITY_DN124035_c1_g1_i1
G46	TRINITY_DN122013_c5_g1_i1
G46	TRINITY_DN121711_c0_g1_i4
G46	TRINITY_DN127401_c0_g1_i3
G46	TRINITY_DN113363_c0_g1_i2
G46	TRINITY_DN137805_c12_g3_i1
G46	TRINITY_DN131208_c2_g2_i1
G46	TRINITY_DN127984_c4_g6_i1
G46	TRINITY_DN128145_c4_g1_i2
G46	TRINITY_DN133520_c3_g2_i6
G46	TRINITY_DN129889_c7_g1_i1
G46	TRINITY_DN138885_c0_g1_i2
G46	TRINITY_DN128895_c1_g1_i1
G46	TRINITY_DN117821_c0_g1_i2
G46	TRINITY_DN130059_c2_g3_i2
G46	TRINITY_DN134234_c5_g1_i2
G46	TRINITY_DN119739_c2_g1_i2
G46	TRINITY_DN138602_c1_g3_i2
G46	TRINITY_DN115851_c9_g1_i1
G46	TRINITY_DN143362_c0_g6_i1
G46	TRINITY_DN125490_c0_g1_i4
G46	TRINITY_DN143761_c1_g1_i5
G46	TRINITY_DN142268_c1_g1_i1
G46	TRINITY_DN132806_c6_g3_i3
G46	TRINITY_DN129302_c2_g2_i5
G46	TRINITY_DN114784_c0_g1_i1
G46	TRINITY_DN117219_c4_g6_i1
G46	TRINITY_DN142857_c8_g1_i3
G46	TRINITY_DN118619_c2_g2_i2
G46	TRINITY_DN116617_c4_g1_i5
G46	TRINITY_DN127230_c5_g1_i1
G46	TRINITY_DN122432_c4_g1_i2
G46	TRINITY_DN126976_c6_g1_i3
G46	TRINITY_DN122967_c1_g2_i5
G46	TRINITY_DN116331_c2_g1_i1
G46	TRINITY_DN136010_c0_g1_i3
G46	TRINITY_DN111682_c0_g2_i1
G46	TRINITY_DN127139_c3_g3_i1
G46	TRINITY_DN138265_c0_g1_i6
G46	TRINITY_DN125007_c6_g2_i6
G46	TRINITY_DN144325_c5_g3_i1
G46	TRINITY_DN134118_c8_g1_i1
G46	TRINITY_DN132870_c0_g1_i2
G46	TRINITY_DN141601_c2_g1_i1
G46	TRINITY_DN115587_c2_g1_i2
G46	TRINITY_DN119225_c0_g1_i7
G46	TRINITY_DN135968_c4_g1_i3
G46	TRINITY_DN131767_c1_g2_i2
G46	TRINITY_DN119548_c0_g3_i5
G46	TRINITY_DN125669_c1_g1_i1
G46	TRINITY_DN143140_c1_g1_i1
G46	TRINITY_DN117425_c4_g2_i5
G46	TRINITY_DN131063_c2_g2_i4
G46	TRINITY_DN130009_c3_g3_i2
G46	TRINITY_DN124321_c3_g1_i2
G46	TRINITY_DN140601_c0_g2_i3
G46	TRINITY_DN143934_c14_g1_i1
G46	TRINITY_DN127694_c4_g4_i1
G46	TRINITY_DN121149_c0_g3_i1
G46	TRINITY_DN126949_c5_g1_i4
G46	TRINITY_DN144297_c2_g1_i3
G46	TRINITY_DN142200_c4_g2_i2
G46	TRINITY_DN116364_c8_g1_i1
G46	TRINITY_DN127399_c6_g1_i1
G46	TRINITY_DN115800_c2_g1_i1
G46	TRINITY_DN128547_c8_g1_i1
G46	TRINITY_DN137801_c3_g1_i1
G46	TRINITY_DN142881_c6_g1_i2
G46	TRINITY_DN127730_c0_g1_i4
G46	TRINITY_DN122250_c0_g3_i1
G46	TRINITY_DN142989_c2_g2_i1
G46	TRINITY_DN129107_c1_g4_i3
G46	TRINITY_DN137490_c2_g1_i10
G46	TRINITY_DN135293_c4_g1_i3
G46	TRINITY_DN137481_c0_g2_i19
G46	TRINITY_DN140397_c4_g1_i1
G46	TRINITY_DN133570_c1_g2_i1
G46	TRINITY_DN130849_c2_g1_i1
G46	TRINITY_DN116060_c10_g3_i1
G46	TRINITY_DN115988_c2_g1_i7
G46	TRINITY_DN114981_c2_g3_i1
G46	TRINITY_DN132389_c3_g2_i1
G46	TRINITY_DN126783_c6_g1_i1
G46	TRINITY_DN139405_c2_g1_i2
G46	TRINITY_DN113698_c0_g1_i2
G46	TRINITY_DN125501_c9_g2_i1
G46	TRINITY_DN142130_c7_g2_i1
G46	TRINITY_DN143341_c2_g2_i2
G46	TRINITY_DN144114_c10_g3_i1
G46	TRINITY_DN123476_c4_g1_i1
G46	TRINITY_DN135707_c2_g1_i1
G46	TRINITY_DN127082_c4_g1_i3
G46	TRINITY_DN138237_c1_g4_i2
G46	TRINITY_DN134632_c4_g1_i2
G46	TRINITY_DN125990_c6_g1_i2
G46	TRINITY_DN124501_c3_g1_i8
G46	TRINITY_DN143028_c1_g1_i1
G46	TRINITY_DN137891_c0_g3_i3
G46	TRINITY_DN120450_c7_g1_i1
G46	TRINITY_DN138627_c9_g1_i3
G46	TRINITY_DN144300_c3_g2_i3
G46	TRINITY_DN134170_c2_g1_i3
G46	TRINITY_DN113783_c5_g3_i2
G46	TRINITY_DN121065_c11_g1_i1
G46	TRINITY_DN136686_c1_g1_i3
G46	TRINITY_DN132759_c0_g1_i2
