stage	trans
G46	TRINITY_DN124963_c5_g3_i1
G46	TRINITY_DN115578_c1_g1_i10
G46	TRINITY_DN138536_c0_g1_i3
G46	TRINITY_DN131008_c4_g1_i4
G46	TRINITY_DN139222_c3_g8_i2
G46	TRINITY_DN139638_c1_g3_i1
G46	TRINITY_DN114736_c6_g2_i1
G46	TRINITY_DN117827_c6_g1_i5
G46	TRINITY_DN122131_c1_g1_i1
G46	TRINITY_DN114633_c3_g1_i3
G46	TRINITY_DN132441_c8_g1_i1
G46	TRINITY_DN119038_c1_g1_i2
G46	TRINITY_DN126738_c0_g1_i3
G46	TRINITY_DN128446_c6_g1_i3
G46	TRINITY_DN119108_c0_g1_i3
G46	TRINITY_DN142087_c0_g1_i6
G46	TRINITY_DN122028_c4_g5_i1
G46	TRINITY_DN143816_c4_g1_i1
G46	TRINITY_DN127746_c2_g3_i2
G46	TRINITY_DN114886_c8_g1_i1
G46	TRINITY_DN142066_c9_g1_i1
G46	TRINITY_DN131219_c4_g2_i3
G46	TRINITY_DN124149_c2_g1_i2
G46	TRINITY_DN123832_c3_g2_i6
G46	TRINITY_DN129619_c3_g1_i5
G46	TRINITY_DN143600_c5_g1_i1
G46	TRINITY_DN123199_c9_g2_i1
G46	TRINITY_DN136127_c0_g1_i1
G46	TRINITY_DN114265_c4_g2_i3
G46	TRINITY_DN128498_c1_g1_i1
G46	TRINITY_DN112955_c0_g2_i5
G46	TRINITY_DN130981_c6_g3_i3
G46	TRINITY_DN133868_c16_g1_i1
G46	TRINITY_DN14297_c0_g1_i1
G46	TRINITY_DN125752_c3_g1_i2
G46	TRINITY_DN138432_c2_g1_i5
G46	TRINITY_DN129760_c6_g1_i1
G46	TRINITY_DN140928_c1_g1_i1
G46	TRINITY_DN143631_c5_g2_i1
G46	TRINITY_DN121094_c7_g3_i2
G46	TRINITY_DN115204_c0_g1_i5
G46	TRINITY_DN116590_c7_g3_i3
G46	TRINITY_DN124590_c7_g1_i1
G46	TRINITY_DN141375_c9_g4_i1
G46	TRINITY_DN136038_c1_g2_i13
G46	TRINITY_DN134326_c7_g1_i6
G46	TRINITY_DN128135_c4_g1_i1
G46	TRINITY_DN128294_c1_g1_i2
G46	TRINITY_DN110974_c0_g1_i2
G46	TRINITY_DN123740_c4_g2_i4
G46	TRINITY_DN125215_c3_g1_i2
G46	TRINITY_DN123549_c0_g1_i4
G46	TRINITY_DN138232_c3_g3_i4
G46	TRINITY_DN132266_c8_g2_i2
G46	TRINITY_DN131083_c0_g2_i1
G46	TRINITY_DN128491_c2_g2_i3
G46	TRINITY_DN117933_c6_g1_i2
G46	TRINITY_DN139232_c6_g1_i2
G46	TRINITY_DN138218_c2_g1_i2
G46	TRINITY_DN163227_c0_g1_i1
G46	TRINITY_DN129389_c2_g1_i3
G46	TRINITY_DN139706_c1_g1_i9
G46	TRINITY_DN142378_c6_g1_i1
G46	TRINITY_DN130560_c6_g3_i3
G46	TRINITY_DN123855_c6_g5_i1
G46	TRINITY_DN126955_c8_g1_i1
G46	TRINITY_DN127684_c6_g1_i3
G46	TRINITY_DN123326_c5_g1_i2
G46	TRINITY_DN123532_c6_g1_i5
G46	TRINITY_DN122514_c13_g3_i1
G46	TRINITY_DN120339_c4_g1_i6
G46	TRINITY_DN120462_c3_g4_i1
G46	TRINITY_DN127206_c2_g4_i1
G46	TRINITY_DN141048_c3_g1_i2
G46	TRINITY_DN139733_c3_g6_i2
G46	TRINITY_DN120462_c3_g1_i5
G46	TRINITY_DN120470_c2_g2_i3
G46	TRINITY_DN136880_c4_g1_i4
G46	TRINITY_DN126104_c3_g1_i8
G46	TRINITY_DN119547_c0_g1_i3
G46	TRINITY_DN121061_c5_g2_i2
G46	TRINITY_DN133932_c2_g1_i1
G46	TRINITY_DN118174_c5_g2_i1
G46	TRINITY_DN126382_c4_g1_i1
G46	TRINITY_DN126258_c3_g2_i4
G46	TRINITY_DN140781_c0_g2_i1
G46	TRINITY_DN124428_c2_g1_i1
G46	TRINITY_DN118840_c1_g1_i1
G46	TRINITY_DN137300_c6_g1_i3
G46	TRINITY_DN117895_c5_g1_i6
G46	TRINITY_DN143476_c3_g2_i2
G46	TRINITY_DN136958_c0_g1_i5
G46	TRINITY_DN136615_c4_g1_i1
G46	TRINITY_DN137806_c4_g1_i1
G46	TRINITY_DN130776_c1_g1_i3
G46	TRINITY_DN143638_c0_g2_i2
G46	TRINITY_DN126943_c0_g1_i1
G46	TRINITY_DN140061_c1_g1_i6
G46	TRINITY_DN121530_c7_g1_i1
G46	TRINITY_DN116942_c8_g2_i1
G46	TRINITY_DN121228_c3_g2_i3
G46	TRINITY_DN139748_c2_g1_i7
G46	TRINITY_DN122962_c2_g1_i4
G46	TRINITY_DN143034_c9_g1_i4
G46	TRINITY_DN131421_c3_g2_i2
G46	TRINITY_DN124223_c7_g2_i2
G46	TRINITY_DN111758_c0_g1_i1
G46	TRINITY_DN151621_c0_g1_i1
G46	TRINITY_DN143973_c6_g2_i7
G46	TRINITY_DN123377_c9_g2_i1
G46	TRINITY_DN120443_c0_g1_i9
G46	TRINITY_DN136700_c10_g2_i2
G46	TRINITY_DN134638_c0_g3_i1
G46	TRINITY_DN132198_c4_g1_i1
G46	TRINITY_DN143313_c4_g3_i2
G46	TRINITY_DN143286_c2_g1_i3
G46	TRINITY_DN133663_c5_g1_i1
G46	TRINITY_DN129830_c4_g1_i1
G46	TRINITY_DN130217_c2_g1_i9
G46	TRINITY_DN140799_c0_g2_i2
G46	TRINITY_DN128670_c3_g2_i1
G46	TRINITY_DN138880_c4_g1_i1
G46	TRINITY_DN133464_c6_g4_i1
G46	TRINITY_DN136856_c1_g2_i15
G46	TRINITY_DN121536_c0_g1_i1
G46	TRINITY_DN143557_c4_g4_i1
G46	TRINITY_DN139670_c3_g2_i1
G46	TRINITY_DN116386_c2_g1_i1
G46	TRINITY_DN124653_c7_g2_i1
G46	TRINITY_DN117716_c2_g1_i1
G46	TRINITY_DN133860_c1_g1_i1
G46	TRINITY_DN127527_c9_g2_i2
G46	TRINITY_DN123769_c5_g2_i1
G46	TRINITY_DN133485_c0_g1_i4
G46	TRINITY_DN125351_c7_g1_i1
G46	TRINITY_DN142982_c1_g1_i1
G46	TRINITY_DN120762_c5_g1_i1
G46	TRINITY_DN141702_c4_g1_i1
G46	TRINITY_DN136879_c7_g1_i1
G46	TRINITY_DN126853_c1_g2_i7
G46	TRINITY_DN126555_c1_g1_i26
G46	TRINITY_DN117788_c2_g1_i1
G46	TRINITY_DN118726_c1_g3_i1
G46	TRINITY_DN130185_c2_g1_i3
G46	TRINITY_DN114738_c1_g1_i1
G46	TRINITY_DN119694_c5_g1_i2
G46	TRINITY_DN138049_c2_g1_i1
G46	TRINITY_DN141246_c0_g2_i2
G46	TRINITY_DN120592_c10_g1_i2
G46	TRINITY_DN116031_c6_g1_i1
G46	TRINITY_DN135277_c1_g1_i1
G46	TRINITY_DN127593_c1_g3_i1
G46	TRINITY_DN128469_c4_g2_i1
G46	TRINITY_DN139242_c4_g3_i1
G46	TRINITY_DN125779_c8_g2_i2
G46	TRINITY_DN120726_c0_g3_i7
G46	TRINITY_DN115899_c0_g1_i2
G46	TRINITY_DN119316_c2_g5_i1
G46	TRINITY_DN133690_c4_g1_i2
G46	TRINITY_DN131806_c3_g3_i2
G46	TRINITY_DN117848_c9_g1_i7
G46	TRINITY_DN141643_c5_g1_i2
G46	TRINITY_DN136939_c1_g1_i1
G46	TRINITY_DN144394_c9_g1_i3
G46	TRINITY_DN131460_c1_g1_i1
G46	TRINITY_DN133091_c5_g2_i1
G46	TRINITY_DN144194_c2_g1_i5
G46	TRINITY_DN121969_c1_g2_i1
G46	TRINITY_DN119476_c2_g1_i10
G46	TRINITY_DN121454_c0_g1_i2
G46	TRINITY_DN134909_c0_g1_i5
G46	TRINITY_DN129839_c7_g1_i3
G46	TRINITY_DN116648_c2_g3_i2
G46	TRINITY_DN124412_c7_g1_i1
G46	TRINITY_DN123085_c1_g1_i7
G46	TRINITY_DN131491_c9_g1_i3
G46	TRINITY_DN133546_c2_g2_i2
G46	TRINITY_DN137087_c1_g3_i2
G46	TRINITY_DN115487_c0_g1_i5
G46	TRINITY_DN134535_c1_g5_i2
G46	TRINITY_DN136522_c10_g1_i1
G46	TRINITY_DN128807_c6_g1_i2
G46	TRINITY_DN122338_c1_g1_i2
G46	TRINITY_DN138833_c2_g1_i6
G46	TRINITY_DN134016_c4_g2_i1
G46	TRINITY_DN138891_c6_g1_i2
G46	TRINITY_DN140153_c1_g1_i4
G46	TRINITY_DN142470_c5_g1_i3
G46	TRINITY_DN122349_c4_g1_i3
G46	TRINITY_DN124274_c3_g1_i2
G46	TRINITY_DN124679_c0_g1_i3
G46	TRINITY_DN136450_c0_g1_i3
G46	TRINITY_DN123804_c9_g1_i1
G46	TRINITY_DN130887_c3_g4_i2
G46	TRINITY_DN120007_c6_g2_i2
G46	TRINITY_DN127729_c5_g3_i3
G46	TRINITY_DN131837_c2_g1_i1
G46	TRINITY_DN127006_c1_g1_i1
G46	TRINITY_DN116626_c0_g1_i1
G46	TRINITY_DN115133_c2_g2_i7
G46	TRINITY_DN133046_c0_g2_i1
G46	TRINITY_DN114257_c8_g2_i1
G46	TRINITY_DN125366_c4_g1_i10
G46	TRINITY_DN135183_c1_g3_i1
G46	TRINITY_DN119592_c3_g1_i2
G46	TRINITY_DN115056_c7_g3_i2
G46	TRINITY_DN138215_c3_g1_i3
G46	TRINITY_DN119339_c2_g1_i4
G46	TRINITY_DN138698_c0_g1_i9
G46	TRINITY_DN143921_c11_g2_i1
G46	TRINITY_DN142778_c4_g1_i1
G46	TRINITY_DN132099_c0_g2_i1
G46	TRINITY_DN112730_c0_g1_i1
G46	TRINITY_DN118572_c6_g4_i8
G46	TRINITY_DN136421_c0_g1_i1
G46	TRINITY_DN129860_c4_g1_i3
G46	TRINITY_DN127967_c3_g2_i1
G46	TRINITY_DN120453_c5_g1_i4
G46	TRINITY_DN118210_c1_g2_i1
G46	TRINITY_DN127897_c2_g1_i1
G46	TRINITY_DN121280_c4_g1_i1
G46	TRINITY_DN143514_c5_g2_i2
G46	TRINITY_DN118375_c5_g1_i1
G46	TRINITY_DN124849_c5_g1_i4
G46	TRINITY_DN114273_c4_g4_i1
G46	TRINITY_DN129815_c3_g4_i1
G46	TRINITY_DN124945_c1_g1_i1
G46	TRINITY_DN129446_c1_g1_i2
G46	TRINITY_DN138362_c3_g2_i1
G46	TRINITY_DN139239_c2_g1_i7
G46	TRINITY_DN143264_c7_g1_i2
G46	TRINITY_DN142284_c6_g1_i2
G46	TRINITY_DN117937_c0_g1_i1
G46	TRINITY_DN133870_c1_g1_i3
G46	TRINITY_DN143033_c2_g1_i1
G46	TRINITY_DN138533_c4_g1_i1
G46	TRINITY_DN121014_c1_g2_i1
G46	TRINITY_DN133765_c1_g3_i1
G46	TRINITY_DN33099_c0_g1_i1
G46	TRINITY_DN135234_c7_g1_i1
G46	TRINITY_DN126724_c4_g1_i7
G46	TRINITY_DN141999_c3_g3_i8
G46	TRINITY_DN115863_c6_g1_i1
G46	TRINITY_DN130225_c3_g1_i1
G46	TRINITY_DN135748_c0_g2_i1
G46	TRINITY_DN133978_c0_g1_i1
G46	TRINITY_DN127328_c5_g1_i2
G46	TRINITY_DN41471_c0_g2_i1
G46	TRINITY_DN133393_c1_g1_i6
G46	TRINITY_DN143512_c4_g1_i1
G46	TRINITY_DN128786_c6_g4_i1
G46	TRINITY_DN118174_c5_g1_i2
G46	TRINITY_DN142019_c2_g2_i1
G46	TRINITY_DN127656_c7_g1_i5
G46	TRINITY_DN144417_c7_g1_i1
G46	TRINITY_DN139087_c6_g2_i1
G46	TRINITY_DN128294_c3_g3_i1
G46	TRINITY_DN138268_c7_g1_i1
G46	TRINITY_DN130444_c3_g3_i1
G46	TRINITY_DN124426_c0_g2_i1
G46	TRINITY_DN144091_c4_g1_i1
G46	TRINITY_DN133080_c0_g2_i1
G46	TRINITY_DN129071_c6_g1_i1
G46	TRINITY_DN141187_c5_g3_i3
G46	TRINITY_DN127915_c2_g1_i1
G46	TRINITY_DN130534_c5_g1_i2
G46	TRINITY_DN117489_c6_g5_i5
G46	TRINITY_DN119873_c2_g1_i1
G46	TRINITY_DN117309_c3_g1_i2
G46	TRINITY_DN138372_c0_g3_i1
G46	TRINITY_DN130230_c1_g1_i3
G46	TRINITY_DN141419_c3_g2_i1
G46	TRINITY_DN137346_c1_g6_i1
G46	TRINITY_DN112891_c0_g1_i1
G46	TRINITY_DN143024_c5_g1_i1
G46	TRINITY_DN134263_c1_g1_i8
G46	TRINITY_DN136060_c3_g1_i3
G46	TRINITY_DN138418_c1_g2_i1
G46	TRINITY_DN119966_c0_g1_i5
G46	TRINITY_DN136323_c3_g1_i1
G46	TRINITY_DN129943_c1_g1_i2
G46	TRINITY_DN137260_c1_g1_i4
G46	TRINITY_DN138094_c3_g1_i2
G46	TRINITY_DN135780_c3_g1_i1
G46	TRINITY_DN130474_c1_g1_i1
G46	TRINITY_DN129655_c2_g1_i1
G46	TRINITY_DN115140_c8_g1_i2
G46	TRINITY_DN130959_c2_g1_i3
G46	TRINITY_DN117088_c4_g4_i1
G46	TRINITY_DN123045_c9_g3_i1
G46	TRINITY_DN128494_c4_g1_i5
G46	TRINITY_DN132586_c5_g1_i1
G46	TRINITY_DN125110_c6_g1_i3
G46	TRINITY_DN126548_c4_g1_i1
G46	TRINITY_DN132778_c2_g1_i1
G46	TRINITY_DN124890_c2_g1_i1
G46	TRINITY_DN121887_c7_g2_i1
G46	TRINITY_DN137453_c0_g1_i3
G46	TRINITY_DN132542_c8_g1_i1
G46	TRINITY_DN128699_c3_g1_i5
G46	TRINITY_DN132815_c5_g1_i4
G46	TRINITY_DN138503_c7_g2_i1
G46	TRINITY_DN139646_c2_g1_i8
G46	TRINITY_DN127868_c9_g1_i5
G46	TRINITY_DN141991_c0_g1_i1
G46	TRINITY_DN120001_c10_g1_i1
G46	TRINITY_DN123123_c3_g3_i1
G46	TRINITY_DN142903_c0_g2_i3
G46	TRINITY_DN126618_c5_g1_i1
G46	TRINITY_DN123248_c4_g2_i1
G46	TRINITY_DN116165_c10_g1_i4
G46	TRINITY_DN127214_c2_g1_i1
G46	TRINITY_DN130727_c2_g2_i2
G46	TRINITY_DN122830_c5_g1_i2
G46	TRINITY_DN121670_c2_g1_i2
G46	TRINITY_DN135722_c1_g3_i3
G46	TRINITY_DN128491_c2_g3_i1
G46	TRINITY_DN136063_c4_g1_i3
G46	TRINITY_DN120306_c5_g1_i3
G46	TRINITY_DN119686_c0_g1_i1
G46	TRINITY_DN134786_c4_g2_i1
G46	TRINITY_DN126815_c2_g1_i4
G46	TRINITY_DN140712_c0_g2_i10
G46	TRINITY_DN135210_c1_g1_i3
G46	TRINITY_DN115048_c2_g1_i4
G46	TRINITY_DN138025_c3_g1_i1
G46	TRINITY_DN133059_c6_g1_i2
G46	TRINITY_DN130319_c5_g1_i3
G46	TRINITY_DN122903_c2_g2_i5
G46	TRINITY_DN115686_c10_g1_i3
G46	TRINITY_DN120765_c1_g1_i6
G46	TRINITY_DN118233_c2_g10_i1
G46	TRINITY_DN123163_c6_g1_i2
G46	TRINITY_DN132101_c1_g1_i1
G46	TRINITY_DN143020_c2_g3_i1
G46	TRINITY_DN117691_c4_g1_i2
G46	TRINITY_DN138611_c3_g3_i4
G46	TRINITY_DN120794_c7_g1_i1
G46	TRINITY_DN125906_c4_g1_i2
G46	TRINITY_DN127987_c8_g5_i3
G46	TRINITY_DN128137_c2_g1_i1
G46	TRINITY_DN124816_c3_g1_i1
G46	TRINITY_DN113721_c0_g1_i6
G46	TRINITY_DN116675_c2_g1_i2
G46	TRINITY_DN71773_c0_g1_i1
G46	TRINITY_DN119025_c0_g1_i16
G46	TRINITY_DN140814_c7_g1_i2
G46	TRINITY_DN133727_c4_g1_i1
G46	TRINITY_DN138125_c2_g7_i2
G46	TRINITY_DN139121_c3_g1_i8
G46	TRINITY_DN142381_c0_g1_i4
G46	TRINITY_DN118694_c3_g6_i2
G46	TRINITY_DN122428_c0_g1_i1
G46	TRINITY_DN129555_c7_g1_i1
G46	TRINITY_DN141194_c7_g2_i1
G46	TRINITY_DN120822_c1_g1_i1
G46	TRINITY_DN135197_c2_g4_i2
G46	TRINITY_DN132768_c6_g1_i1
G46	TRINITY_DN127499_c3_g2_i1
G46	TRINITY_DN141758_c1_g1_i2
G46	TRINITY_DN138520_c0_g1_i1
G46	TRINITY_DN142285_c1_g1_i1
G46	TRINITY_DN143559_c2_g3_i1
G46	TRINITY_DN123529_c3_g4_i1
G46	TRINITY_DN110446_c0_g1_i3
G46	TRINITY_DN127834_c10_g1_i2
G46	TRINITY_DN127230_c6_g1_i1
G46	TRINITY_DN143933_c4_g1_i1
G46	TRINITY_DN132854_c3_g3_i1
G46	TRINITY_DN137152_c2_g1_i3
G46	TRINITY_DN130540_c3_g3_i3
G46	TRINITY_DN135786_c6_g2_i8
G46	TRINITY_DN132056_c5_g1_i1
G46	TRINITY_DN108317_c0_g1_i2
G46	TRINITY_DN140166_c0_g3_i1
G46	TRINITY_DN120955_c0_g1_i2
G46	TRINITY_DN142502_c3_g1_i1
G46	TRINITY_DN119274_c3_g1_i3
G46	TRINITY_DN143854_c5_g4_i1
G46	TRINITY_DN142972_c2_g1_i4
G46	TRINITY_DN122533_c0_g1_i2
G46	TRINITY_DN134946_c5_g2_i1
G46	TRINITY_DN112964_c0_g1_i1
G46	TRINITY_DN135451_c2_g3_i5
G46	TRINITY_DN125062_c5_g3_i1
G46	TRINITY_DN140936_c9_g1_i3
G46	TRINITY_DN142435_c2_g1_i9
G46	TRINITY_DN124990_c0_g1_i8
G46	TRINITY_DN119448_c3_g1_i1
G46	TRINITY_DN127106_c3_g2_i2
G46	TRINITY_DN125838_c0_g1_i1
G46	TRINITY_DN116711_c3_g1_i1
G46	TRINITY_DN123323_c0_g1_i8
G46	TRINITY_DN114423_c11_g1_i1
G46	TRINITY_DN123629_c5_g3_i1
G46	TRINITY_DN127964_c8_g3_i3
G46	TRINITY_DN115313_c6_g1_i4
G46	TRINITY_DN120932_c2_g3_i1
G46	TRINITY_DN117402_c3_g4_i2
G46	TRINITY_DN142400_c3_g2_i1
G46	TRINITY_DN137238_c0_g2_i1
G46	TRINITY_DN117870_c5_g1_i1
G46	TRINITY_DN130224_c2_g2_i1
G46	TRINITY_DN142668_c3_g1_i6
G46	TRINITY_DN71343_c0_g2_i1
G46	TRINITY_DN122292_c3_g1_i1
G46	TRINITY_DN126510_c3_g1_i3
G46	TRINITY_DN140405_c1_g3_i4
G46	TRINITY_DN136673_c3_g1_i5
G46	TRINITY_DN126778_c5_g2_i1
G46	TRINITY_DN140651_c7_g1_i1
G46	TRINITY_DN129409_c0_g1_i1
G46	TRINITY_DN141184_c0_g1_i5
G46	TRINITY_DN134785_c4_g1_i2
G46	TRINITY_DN142038_c2_g1_i2
G46	TRINITY_DN142915_c4_g1_i1
G46	TRINITY_DN126975_c2_g3_i2
G46	TRINITY_DN141007_c2_g1_i1
G46	TRINITY_DN119414_c2_g4_i1
G46	TRINITY_DN129993_c3_g1_i1
G46	TRINITY_DN120802_c1_g2_i4
G46	TRINITY_DN137008_c0_g1_i10
G46	TRINITY_DN122694_c1_g1_i1
G46	TRINITY_DN134796_c2_g3_i2
G46	TRINITY_DN140948_c7_g2_i1
G46	TRINITY_DN128872_c3_g1_i2
G46	TRINITY_DN135621_c0_g1_i3
G46	TRINITY_DN137916_c5_g5_i1
G46	TRINITY_DN124337_c4_g3_i1
G46	TRINITY_DN141843_c5_g1_i5
G46	TRINITY_DN143551_c7_g2_i1
G46	TRINITY_DN118210_c1_g6_i2
G46	TRINITY_DN127549_c8_g1_i3
G46	TRINITY_DN133209_c2_g2_i4
G46	TRINITY_DN123490_c0_g1_i2
G46	TRINITY_DN105861_c0_g1_i1
G46	TRINITY_DN141281_c2_g1_i2
G46	TRINITY_DN136343_c4_g1_i2
G46	TRINITY_DN124506_c2_g3_i2
G46	TRINITY_DN117099_c0_g2_i1
G46	TRINITY_DN114580_c0_g1_i5
G46	TRINITY_DN125688_c4_g1_i5
G46	TRINITY_DN141191_c7_g1_i4
G46	TRINITY_DN132236_c0_g1_i4
G46	TRINITY_DN143795_c6_g1_i1
G46	TRINITY_DN126767_c6_g1_i4
G46	TRINITY_DN134372_c6_g2_i2
G46	TRINITY_DN131885_c1_g1_i2
G46	TRINITY_DN129165_c6_g1_i1
G46	TRINITY_DN142923_c1_g1_i2
G46	TRINITY_DN120429_c0_g2_i2
G46	TRINITY_DN128154_c10_g1_i1
G46	TRINITY_DN35721_c0_g1_i1
G46	TRINITY_DN121121_c5_g1_i2
G46	TRINITY_DN116413_c6_g1_i13
G46	TRINITY_DN142919_c1_g1_i2
G46	TRINITY_DN121595_c4_g1_i2
G46	TRINITY_DN139656_c9_g3_i1
G46	TRINITY_DN143446_c4_g3_i3
G46	TRINITY_DN116231_c0_g1_i3
G46	TRINITY_DN132507_c6_g1_i4
G46	TRINITY_DN139618_c3_g8_i1
G46	TRINITY_DN138415_c1_g1_i1
G46	TRINITY_DN129933_c3_g1_i1
G46	TRINITY_DN130900_c3_g2_i2
G46	TRINITY_DN140969_c0_g1_i2
G46	TRINITY_DN140120_c0_g1_i11
G46	TRINITY_DN140768_c1_g3_i1
G46	TRINITY_DN117773_c0_g1_i3
G46	TRINITY_DN131097_c3_g2_i1
G46	TRINITY_DN144066_c3_g1_i1
G46	TRINITY_DN114302_c0_g1_i3
G46	TRINITY_DN138332_c4_g2_i1
G46	TRINITY_DN136767_c0_g2_i4
G46	TRINITY_DN126584_c0_g2_i1
G46	TRINITY_DN123536_c3_g4_i4
G46	TRINITY_DN133071_c5_g3_i3
G46	TRINITY_DN120819_c6_g1_i1
G46	TRINITY_DN133548_c4_g3_i1
G46	TRINITY_DN140923_c8_g2_i1
G46	TRINITY_DN128674_c5_g1_i1
G46	TRINITY_DN133587_c2_g1_i2
G46	TRINITY_DN135119_c0_g2_i3
G46	TRINITY_DN131793_c7_g2_i4
G46	TRINITY_DN143588_c3_g1_i3
G46	TRINITY_DN141743_c3_g1_i1
G46	TRINITY_DN123567_c1_g1_i2
G46	TRINITY_DN127484_c2_g1_i1
G46	TRINITY_DN135265_c1_g1_i3
G46	TRINITY_DN116558_c8_g3_i3
G46	TRINITY_DN142266_c3_g1_i2
G46	TRINITY_DN131549_c6_g1_i2
G46	TRINITY_DN148183_c0_g1_i1
G46	TRINITY_DN129020_c3_g1_i1
G46	TRINITY_DN134955_c3_g1_i1
G46	TRINITY_DN141959_c6_g2_i2
G46	TRINITY_DN135667_c1_g3_i2
G46	TRINITY_DN119863_c4_g1_i1
G46	TRINITY_DN136301_c0_g1_i4
G46	TRINITY_DN125441_c1_g2_i1
G46	TRINITY_DN129770_c0_g1_i4
G46	TRINITY_DN119813_c7_g4_i1
G46	TRINITY_DN124069_c7_g1_i3
G46	TRINITY_DN129129_c5_g1_i1
G46	TRINITY_DN136132_c0_g2_i1
G46	TRINITY_DN136898_c0_g2_i4
G46	TRINITY_DN119053_c0_g1_i1
G46	TRINITY_DN128869_c3_g2_i3
G46	TRINITY_DN140687_c4_g1_i3
G46	TRINITY_DN132534_c5_g1_i1
G46	TRINITY_DN115178_c5_g3_i3
G46	TRINITY_DN135385_c2_g1_i1
G46	TRINITY_DN142746_c0_g2_i2
G46	TRINITY_DN126527_c3_g1_i2
G46	TRINITY_DN141736_c2_g1_i3
G46	TRINITY_DN126130_c0_g2_i1
G46	TRINITY_DN142106_c5_g1_i1
G46	TRINITY_DN106893_c0_g2_i1
G46	TRINITY_DN141758_c1_g4_i1
G46	TRINITY_DN120987_c3_g1_i1
G46	TRINITY_DN116950_c5_g5_i2
G46	TRINITY_DN115126_c5_g2_i8
G46	TRINITY_DN115081_c0_g1_i9
G46	TRINITY_DN143451_c4_g1_i1
G46	TRINITY_DN71110_c0_g1_i1
G46	TRINITY_DN139548_c4_g1_i6
G46	TRINITY_DN144449_c10_g2_i2
G46	TRINITY_DN113265_c0_g2_i5
G46	TRINITY_DN115790_c3_g1_i2
G46	TRINITY_DN127329_c0_g1_i6
G46	TRINITY_DN136744_c4_g1_i3
G46	TRINITY_DN118116_c0_g1_i1
G46	TRINITY_DN116359_c8_g1_i1
G46	TRINITY_DN118160_c7_g2_i1
G46	TRINITY_DN137098_c2_g2_i1
G46	TRINITY_DN131107_c3_g1_i2
G46	TRINITY_DN136629_c2_g2_i3
G46	TRINITY_DN129910_c0_g2_i2
G46	TRINITY_DN133399_c2_g1_i1
G46	TRINITY_DN123485_c4_g4_i3
G46	TRINITY_DN129833_c3_g2_i1
G46	TRINITY_DN126576_c1_g1_i1
G46	TRINITY_DN124535_c1_g2_i1
G46	TRINITY_DN117337_c2_g1_i2
G46	TRINITY_DN124395_c3_g2_i4
G46	TRINITY_DN124532_c3_g1_i2
G46	TRINITY_DN143185_c2_g1_i2
G46	TRINITY_DN137630_c6_g2_i1
G46	TRINITY_DN141899_c2_g1_i1
G46	TRINITY_DN132027_c2_g1_i1
G46	TRINITY_DN143971_c3_g2_i3
G46	TRINITY_DN137837_c0_g3_i2
G46	TRINITY_DN118819_c2_g1_i3
G46	TRINITY_DN135187_c1_g4_i1
G46	TRINITY_DN132754_c2_g1_i1
G46	TRINITY_DN134743_c4_g4_i3
G46	TRINITY_DN127108_c1_g3_i2
G46	TRINITY_DN114689_c2_g5_i2
G46	TRINITY_DN128227_c1_g1_i4
G46	TRINITY_DN140279_c2_g2_i1
G46	TRINITY_DN130448_c3_g1_i5
G46	TRINITY_DN142745_c0_g1_i2
G46	TRINITY_DN137449_c3_g2_i1
G46	TRINITY_DN133252_c1_g2_i1
G46	TRINITY_DN144434_c22_g5_i1
G46	TRINITY_DN132425_c4_g1_i1
G46	TRINITY_DN130867_c8_g2_i1
G46	TRINITY_DN128882_c0_g2_i1
G46	TRINITY_DN140706_c0_g2_i2
G46	TRINITY_DN118943_c7_g5_i1
G46	TRINITY_DN143515_c3_g1_i1
G46	TRINITY_DN117095_c5_g2_i7
G46	TRINITY_DN140913_c0_g4_i1
G46	TRINITY_DN131473_c1_g1_i5
G46	TRINITY_DN125812_c5_g1_i7
G46	TRINITY_DN121565_c11_g1_i1
G46	TRINITY_DN140022_c5_g2_i1
G46	TRINITY_DN134259_c1_g2_i1
G46	TRINITY_DN119012_c7_g2_i2
G46	TRINITY_DN125993_c3_g1_i1
G46	TRINITY_DN117064_c0_g1_i22
G46	TRINITY_DN137972_c5_g1_i1
G46	TRINITY_DN126858_c7_g1_i1
G46	TRINITY_DN142071_c5_g2_i5
G46	TRINITY_DN138854_c4_g1_i3
G46	TRINITY_DN116419_c6_g1_i4
G46	TRINITY_DN137501_c2_g5_i3
G46	TRINITY_DN135748_c0_g1_i16
G46	TRINITY_DN137604_c4_g1_i2
G46	TRINITY_DN138179_c4_g1_i2
G46	TRINITY_DN126100_c1_g1_i19
G46	TRINITY_DN134559_c3_g2_i3
G46	TRINITY_DN138015_c1_g1_i1
G46	TRINITY_DN121156_c2_g1_i1
G46	TRINITY_DN131009_c3_g1_i1
G46	TRINITY_DN135414_c3_g1_i10
G46	TRINITY_DN140540_c2_g2_i5
G46	TRINITY_DN144254_c3_g1_i1
G46	TRINITY_DN129548_c4_g3_i2
G46	TRINITY_DN137196_c6_g2_i4
G46	TRINITY_DN123976_c0_g1_i9
G46	TRINITY_DN132389_c3_g1_i1
G46	TRINITY_DN155580_c0_g1_i1
G46	TRINITY_DN121181_c4_g4_i1
G46	TRINITY_DN133818_c6_g1_i4
G46	TRINITY_DN123605_c0_g2_i1
G46	TRINITY_DN117040_c2_g1_i1
G46	TRINITY_DN137701_c5_g2_i2
