stage	trans
G46	TRINITY_DN132079_c4_g1_i11
G46	TRINITY_DN115626_c0_g1_i1
G46	TRINITY_DN136788_c1_g2_i1
G46	TRINITY_DN122243_c3_g3_i3
G46	TRINITY_DN114614_c0_g1_i1
G46	TRINITY_DN133845_c4_g3_i4
G46	TRINITY_DN128694_c9_g7_i1
G46	TRINITY_DN120531_c1_g4_i1
G46	TRINITY_DN112248_c0_g1_i2
G46	TRINITY_DN132801_c2_g1_i3
G46	TRINITY_DN138656_c2_g1_i2
G46	TRINITY_DN114031_c0_g1_i3
G46	TRINITY_DN127815_c1_g2_i1
G46	TRINITY_DN117156_c3_g2_i2
G46	TRINITY_DN133210_c0_g1_i6
G46	TRINITY_DN133791_c0_g2_i1
G46	TRINITY_DN140951_c3_g1_i6
G46	TRINITY_DN134455_c1_g2_i1
G46	TRINITY_DN135665_c0_g1_i2
G46	TRINITY_DN136252_c4_g3_i1
G46	TRINITY_DN126475_c5_g1_i6
G46	TRINITY_DN143075_c3_g1_i1
G46	TRINITY_DN129859_c2_g4_i3
G46	TRINITY_DN136392_c1_g1_i1
G46	TRINITY_DN131848_c2_g1_i8
G46	TRINITY_DN138820_c5_g1_i1
G46	TRINITY_DN134323_c6_g1_i1
G46	TRINITY_DN134623_c0_g1_i1
G46	TRINITY_DN115200_c2_g2_i7
G46	TRINITY_DN134580_c1_g2_i2
G46	TRINITY_DN120423_c7_g3_i2
G46	TRINITY_DN139980_c9_g1_i1
G46	TRINITY_DN144112_c3_g1_i1
G46	TRINITY_DN140312_c11_g1_i2
G46	TRINITY_DN136798_c0_g1_i1
G46	TRINITY_DN142488_c2_g3_i4
G46	TRINITY_DN116031_c5_g1_i4
G46	TRINITY_DN123454_c3_g1_i1
G46	TRINITY_DN115307_c0_g1_i1
G46	TRINITY_DN141910_c7_g1_i2
G46	TRINITY_DN127770_c6_g1_i3
G46	TRINITY_DN143662_c2_g1_i4
G46	TRINITY_DN134513_c2_g2_i1
G46	TRINITY_DN134175_c5_g2_i1
G46	TRINITY_DN128559_c4_g1_i2
G46	TRINITY_DN127548_c0_g1_i3
G46	TRINITY_DN138830_c1_g2_i3
G46	TRINITY_DN133168_c6_g2_i1
G46	TRINITY_DN132844_c5_g1_i5
G46	TRINITY_DN116862_c1_g2_i6
G46	TRINITY_DN114915_c0_g1_i3
G46	TRINITY_DN124387_c0_g1_i2
G46	TRINITY_DN142379_c1_g1_i6
G46	TRINITY_DN123308_c0_g3_i5
G46	TRINITY_DN116343_c4_g1_i11
G46	TRINITY_DN139961_c1_g1_i3
G46	TRINITY_DN144134_c4_g1_i5
G46	TRINITY_DN138610_c8_g1_i1
G46	TRINITY_DN141486_c3_g1_i9
G46	TRINITY_DN124515_c6_g1_i1
G46	TRINITY_DN132041_c5_g1_i3
G46	TRINITY_DN114879_c0_g1_i4
G46	TRINITY_DN137815_c0_g3_i2
G46	TRINITY_DN141547_c1_g2_i12
G46	TRINITY_DN140588_c6_g2_i4
G46	TRINITY_DN120665_c0_g1_i2
G46	TRINITY_DN136348_c0_g1_i2
G46	TRINITY_DN128645_c4_g1_i6
G46	TRINITY_DN135597_c1_g2_i1
G46	TRINITY_DN139461_c1_g2_i2
G46	TRINITY_DN123279_c1_g1_i4
G46	TRINITY_DN139992_c3_g3_i5
G46	TRINITY_DN143729_c0_g1_i1
G46	TRINITY_DN142569_c2_g1_i1
G46	TRINITY_DN136831_c0_g1_i2
G46	TRINITY_DN119508_c1_g2_i1
G46	TRINITY_DN134826_c3_g1_i3
G46	TRINITY_DN120140_c3_g1_i1
G46	TRINITY_DN125184_c0_g1_i6
G46	TRINITY_DN142758_c0_g1_i1
G46	TRINITY_DN139628_c1_g1_i2
G46	TRINITY_DN137720_c4_g1_i2
G46	TRINITY_DN119758_c2_g1_i2
G46	TRINITY_DN117815_c2_g4_i1
G46	TRINITY_DN119795_c3_g1_i1
G46	TRINITY_DN119790_c0_g1_i4
G46	TRINITY_DN131862_c1_g2_i1
G46	TRINITY_DN128165_c5_g3_i1
G46	TRINITY_DN134004_c4_g1_i1
G46	TRINITY_DN142373_c9_g1_i2
G46	TRINITY_DN137343_c4_g1_i5
G46	TRINITY_DN119713_c10_g3_i2
G46	TRINITY_DN137610_c0_g2_i6
G46	TRINITY_DN124461_c3_g1_i4
G46	TRINITY_DN136246_c2_g1_i1
G46	TRINITY_DN130541_c6_g1_i1
G46	TRINITY_DN136869_c8_g2_i2
G46	TRINITY_DN128251_c4_g1_i2
G46	TRINITY_DN133160_c4_g1_i2
G46	TRINITY_DN127468_c4_g1_i2
G46	TRINITY_DN116814_c8_g1_i3
G46	TRINITY_DN122001_c2_g2_i1
G46	TRINITY_DN133842_c4_g1_i1
G46	TRINITY_DN137451_c3_g4_i8
G46	TRINITY_DN139471_c4_g1_i1
G46	TRINITY_DN116779_c1_g2_i1
G46	TRINITY_DN129890_c10_g1_i2
G46	TRINITY_DN133652_c0_g1_i3
G46	TRINITY_DN139185_c0_g6_i2
G46	TRINITY_DN124700_c0_g1_i2
G46	TRINITY_DN144238_c6_g1_i2
G46	TRINITY_DN136705_c0_g1_i2
G46	TRINITY_DN117536_c3_g2_i1
G46	TRINITY_DN144411_c2_g1_i2
G46	TRINITY_DN119236_c3_g1_i1
G46	TRINITY_DN127909_c5_g2_i2
G46	TRINITY_DN132971_c3_g1_i1
G46	TRINITY_DN139796_c5_g2_i2
G46	TRINITY_DN114816_c4_g5_i1
G46	TRINITY_DN115609_c1_g1_i1
G46	TRINITY_DN140996_c0_g3_i2
G46	TRINITY_DN143414_c3_g1_i1
G46	TRINITY_DN114502_c4_g3_i3
G46	TRINITY_DN107187_c0_g1_i1
G46	TRINITY_DN124030_c1_g1_i2
G46	TRINITY_DN125823_c1_g1_i2
G46	TRINITY_DN132218_c2_g4_i1
G46	TRINITY_DN128769_c4_g2_i3
G46	TRINITY_DN125300_c1_g1_i2
G46	TRINITY_DN138082_c0_g3_i4
G46	TRINITY_DN118194_c2_g1_i17
G46	TRINITY_DN142471_c2_g1_i1
G46	TRINITY_DN128753_c5_g1_i1
G46	TRINITY_DN116388_c0_g1_i3
G46	TRINITY_DN132215_c0_g1_i2
G46	TRINITY_DN136284_c1_g2_i1
G46	TRINITY_DN141811_c0_g1_i3
G46	TRINITY_DN131918_c2_g1_i1
G46	TRINITY_DN141776_c1_g1_i3
G46	TRINITY_DN124160_c1_g1_i4
G46	TRINITY_DN134753_c6_g3_i1
G46	TRINITY_DN134709_c0_g1_i13
G46	TRINITY_DN123208_c0_g4_i2
G46	TRINITY_DN140192_c0_g1_i4
G46	TRINITY_DN140971_c0_g1_i9
G46	TRINITY_DN119852_c2_g1_i1
G46	TRINITY_DN111560_c1_g3_i1
G46	TRINITY_DN137334_c4_g1_i1
G46	TRINITY_DN137358_c4_g1_i1
G46	TRINITY_DN135663_c0_g1_i1
G46	TRINITY_DN119931_c0_g1_i1
G46	TRINITY_DN120840_c0_g1_i3
G46	TRINITY_DN112596_c0_g1_i1
G46	TRINITY_DN142477_c0_g1_i11
G46	TRINITY_DN137868_c0_g1_i1
G46	TRINITY_DN142498_c6_g2_i1
G46	TRINITY_DN140906_c1_g1_i3
G46	TRINITY_DN121326_c0_g1_i2
G46	TRINITY_DN120440_c0_g1_i6
G46	TRINITY_DN126612_c2_g3_i2
G46	TRINITY_DN133050_c7_g1_i2
G46	TRINITY_DN137199_c9_g1_i4
G46	TRINITY_DN125202_c0_g1_i6
G46	TRINITY_DN115160_c6_g2_i1
G46	TRINITY_DN113701_c0_g1_i9
G46	TRINITY_DN128841_c2_g2_i3
G46	TRINITY_DN130359_c6_g1_i1
G46	TRINITY_DN138604_c0_g1_i12
G46	TRINITY_DN142535_c0_g2_i4
G46	TRINITY_DN143030_c4_g1_i1
G46	TRINITY_DN133384_c0_g3_i1
G46	TRINITY_DN128299_c0_g1_i5
G46	TRINITY_DN142861_c2_g1_i4
G46	TRINITY_DN127972_c6_g1_i8
G46	TRINITY_DN115747_c0_g1_i7
G46	TRINITY_DN120228_c1_g1_i7
G46	TRINITY_DN123689_c4_g1_i1
G46	TRINITY_DN115536_c10_g1_i3
G46	TRINITY_DN139302_c5_g1_i2
G46	TRINITY_DN116180_c0_g1_i6
G46	TRINITY_DN133322_c3_g2_i4
G46	TRINITY_DN140343_c0_g2_i1
G46	TRINITY_DN138204_c0_g1_i10
G46	TRINITY_DN129454_c4_g1_i10
G46	TRINITY_DN118647_c4_g5_i1
G46	TRINITY_DN122007_c7_g3_i2
G46	TRINITY_DN139299_c2_g1_i2
G46	TRINITY_DN124766_c2_g1_i2
G46	TRINITY_DN126306_c2_g1_i1
G46	TRINITY_DN129193_c3_g1_i1
G46	TRINITY_DN138205_c1_g2_i1
G46	TRINITY_DN140956_c0_g2_i1
G46	TRINITY_DN133885_c1_g2_i1
G46	TRINITY_DN121530_c8_g2_i1
G46	TRINITY_DN128099_c2_g3_i1
G46	TRINITY_DN142285_c0_g1_i1
G46	TRINITY_DN141596_c3_g1_i2
G46	TRINITY_DN143634_c4_g1_i8
G46	TRINITY_DN138567_c8_g1_i4
G46	TRINITY_DN144071_c2_g2_i3
G46	TRINITY_DN123082_c3_g1_i2
G46	TRINITY_DN113892_c0_g1_i2
G46	TRINITY_DN116036_c3_g2_i1
G46	TRINITY_DN133661_c4_g3_i1
G46	TRINITY_DN117442_c2_g1_i1
G46	TRINITY_DN114674_c6_g1_i5
G46	TRINITY_DN129993_c4_g1_i5
G46	TRINITY_DN117203_c3_g2_i1
G46	TRINITY_DN128708_c6_g1_i1
G46	TRINITY_DN133661_c4_g2_i1
G46	TRINITY_DN135820_c3_g3_i2
G46	TRINITY_DN123852_c2_g2_i1
G46	TRINITY_DN113076_c0_g1_i1
G46	TRINITY_DN125185_c4_g3_i5
G46	TRINITY_DN143616_c3_g1_i1
G46	TRINITY_DN128339_c1_g1_i1
G46	TRINITY_DN136864_c0_g1_i2
G46	TRINITY_DN134252_c3_g1_i3
G46	TRINITY_DN131424_c2_g1_i1
G46	TRINITY_DN110003_c0_g1_i1
G46	TRINITY_DN131047_c1_g3_i3
G46	TRINITY_DN140565_c3_g1_i1
G46	TRINITY_DN136343_c5_g1_i7
G46	TRINITY_DN131010_c4_g2_i1
G46	TRINITY_DN132555_c2_g1_i1
G46	TRINITY_DN132029_c2_g2_i2
G46	TRINITY_DN118828_c4_g1_i8
G46	TRINITY_DN116470_c2_g3_i1
G46	TRINITY_DN134161_c7_g3_i1
G46	TRINITY_DN134106_c1_g2_i1
G46	TRINITY_DN131248_c0_g1_i2
G46	TRINITY_DN119776_c8_g1_i3
G46	TRINITY_DN122580_c8_g1_i2
G46	TRINITY_DN125797_c6_g5_i2
G46	TRINITY_DN130133_c0_g1_i5
G46	TRINITY_DN140551_c5_g1_i5
G46	TRINITY_DN128658_c1_g2_i2
G46	TRINITY_DN138190_c0_g1_i1
G46	TRINITY_DN119624_c3_g1_i1
G46	TRINITY_DN140476_c2_g1_i1
G46	TRINITY_DN135139_c4_g1_i1
G46	TRINITY_DN143583_c4_g1_i2
G46	TRINITY_DN137910_c3_g1_i1
G46	TRINITY_DN137558_c0_g3_i1
G46	TRINITY_DN133315_c0_g1_i1
G46	TRINITY_DN141230_c1_g2_i4
G46	TRINITY_DN141630_c4_g3_i2
G46	TRINITY_DN133573_c2_g3_i3
G46	TRINITY_DN140269_c3_g1_i2
G46	TRINITY_DN142917_c4_g1_i5
G46	TRINITY_DN120499_c2_g1_i3
G46	TRINITY_DN136561_c0_g4_i2
G46	TRINITY_DN124590_c6_g2_i1
G46	TRINITY_DN132987_c3_g2_i1
G46	TRINITY_DN123731_c0_g1_i1
G46	TRINITY_DN125593_c3_g1_i5
G46	TRINITY_DN141553_c4_g2_i1
G46	TRINITY_DN127516_c7_g1_i2
G46	TRINITY_DN128938_c1_g5_i2
G46	TRINITY_DN125539_c1_g1_i1
G46	TRINITY_DN134260_c0_g1_i7
G46	TRINITY_DN133556_c2_g1_i1
G46	TRINITY_DN142422_c1_g2_i2
G46	TRINITY_DN124448_c2_g3_i3
G46	TRINITY_DN116644_c0_g1_i2
G46	TRINITY_DN121767_c4_g1_i6
G46	TRINITY_DN134062_c2_g1_i1
G46	TRINITY_DN138183_c5_g2_i4
G46	TRINITY_DN119271_c1_g2_i7
G46	TRINITY_DN140867_c0_g1_i5
G46	TRINITY_DN115708_c7_g1_i3
G46	TRINITY_DN128288_c2_g2_i2
G46	TRINITY_DN131551_c1_g2_i1
G46	TRINITY_DN112912_c0_g1_i5
G46	TRINITY_DN138630_c1_g4_i2
G46	TRINITY_DN135417_c0_g1_i1
G46	TRINITY_DN128999_c3_g1_i1
G46	TRINITY_DN138653_c4_g1_i1
G46	TRINITY_DN144149_c7_g1_i1
G46	TRINITY_DN117881_c2_g1_i9
G46	TRINITY_DN131801_c7_g2_i2
G46	TRINITY_DN114672_c1_g1_i2
G46	TRINITY_DN133743_c7_g4_i1
G46	TRINITY_DN123942_c2_g4_i5
G46	TRINITY_DN115986_c4_g2_i10
G46	TRINITY_DN129739_c1_g1_i1
G46	TRINITY_DN124345_c4_g3_i1
G46	TRINITY_DN137389_c3_g2_i1
G46	TRINITY_DN139332_c2_g1_i10
G46	TRINITY_DN141488_c4_g1_i16
G46	TRINITY_DN118684_c4_g1_i1
G46	TRINITY_DN135186_c0_g1_i2
G46	TRINITY_DN124735_c0_g1_i1
G46	TRINITY_DN144230_c2_g2_i1
G46	TRINITY_DN117267_c3_g1_i1
G46	TRINITY_DN130057_c5_g1_i1
G46	TRINITY_DN142737_c7_g1_i2
G46	TRINITY_DN118629_c4_g2_i4
G46	TRINITY_DN124356_c3_g1_i1
G46	TRINITY_DN131950_c3_g1_i1
G46	TRINITY_DN107676_c0_g1_i4
G46	TRINITY_DN130936_c0_g1_i2
G46	TRINITY_DN126801_c2_g7_i1
G46	TRINITY_DN131315_c4_g2_i4
G46	TRINITY_DN122219_c7_g1_i1
G46	TRINITY_DN128129_c3_g4_i2
G46	TRINITY_DN114267_c0_g1_i1
G46	TRINITY_DN129407_c0_g1_i6
G46	TRINITY_DN117101_c2_g4_i1
G46	TRINITY_DN117512_c4_g4_i1
G46	TRINITY_DN127203_c7_g1_i7
G46	TRINITY_DN139841_c3_g1_i4
G46	TRINITY_DN133124_c1_g1_i1
G46	TRINITY_DN136826_c0_g1_i4
G46	TRINITY_DN114714_c1_g1_i8
G46	TRINITY_DN132200_c0_g2_i1
G46	TRINITY_DN124210_c1_g2_i6
G46	TRINITY_DN128040_c0_g1_i2
G46	TRINITY_DN118434_c4_g1_i2
G46	TRINITY_DN134286_c4_g3_i2
G46	TRINITY_DN136084_c0_g1_i1
G46	TRINITY_DN122284_c4_g1_i3
G46	TRINITY_DN117280_c1_g1_i1
G46	TRINITY_DN135597_c1_g1_i1
G46	TRINITY_DN135359_c2_g1_i11
G46	TRINITY_DN129276_c5_g2_i1
G46	TRINITY_DN128528_c2_g1_i1
G46	TRINITY_DN143549_c0_g1_i2
G46	TRINITY_DN128424_c5_g4_i2
G46	TRINITY_DN143224_c3_g2_i2
G46	TRINITY_DN115978_c10_g1_i2
G46	TRINITY_DN141120_c2_g1_i3
G46	TRINITY_DN134879_c5_g1_i1
G46	TRINITY_DN123601_c4_g1_i3
G46	TRINITY_DN144053_c5_g1_i4
G46	TRINITY_DN133054_c0_g3_i1
G46	TRINITY_DN119379_c7_g2_i2
G46	TRINITY_DN120760_c1_g1_i6
G46	TRINITY_DN130507_c6_g1_i2
G46	TRINITY_DN114806_c1_g1_i1
G46	TRINITY_DN143350_c1_g1_i2
G46	TRINITY_DN133603_c1_g1_i1
G46	TRINITY_DN127307_c3_g1_i2
G46	TRINITY_DN129269_c5_g1_i1
G46	TRINITY_DN123341_c0_g1_i4
G46	TRINITY_DN139257_c5_g1_i1
G46	TRINITY_DN132919_c2_g2_i3
G46	TRINITY_DN134433_c0_g1_i3
G46	TRINITY_DN138301_c5_g1_i1
G46	TRINITY_DN126647_c0_g1_i2
G46	TRINITY_DN139466_c1_g1_i3
G46	TRINITY_DN139676_c7_g1_i4
G46	TRINITY_DN142268_c2_g1_i1
G46	TRINITY_DN136339_c5_g1_i1
G46	TRINITY_DN131735_c1_g1_i2
G46	TRINITY_DN120795_c3_g2_i2
G46	TRINITY_DN129914_c2_g2_i6
G46	TRINITY_DN122334_c5_g1_i1
G46	TRINITY_DN119334_c0_g5_i1
G46	TRINITY_DN116209_c0_g1_i9
G46	TRINITY_DN116078_c5_g1_i1
G46	TRINITY_DN140912_c8_g1_i6
G46	TRINITY_DN124897_c2_g2_i4
G46	TRINITY_DN134059_c5_g1_i1
G46	TRINITY_DN126189_c0_g1_i2
G46	TRINITY_DN119663_c2_g1_i1
G46	TRINITY_DN123454_c2_g1_i2
G46	TRINITY_DN121928_c0_g1_i6
G46	TRINITY_DN115053_c0_g1_i2
G46	TRINITY_DN135185_c1_g1_i4
G46	TRINITY_DN130236_c2_g1_i7
G46	TRINITY_DN128031_c3_g1_i3
G46	TRINITY_DN125904_c7_g1_i2
G46	TRINITY_DN123846_c2_g3_i3
G46	TRINITY_DN135350_c3_g1_i1
G46	TRINITY_DN135289_c0_g3_i8
G46	TRINITY_DN132961_c2_g1_i3
G46	TRINITY_DN129328_c6_g1_i16
G46	TRINITY_DN142548_c3_g3_i1
G46	TRINITY_DN126122_c9_g1_i2
G46	TRINITY_DN123974_c3_g1_i1
G46	TRINITY_DN137039_c1_g1_i7
G46	TRINITY_DN133288_c2_g2_i2
G46	TRINITY_DN125425_c4_g1_i2
G46	TRINITY_DN106727_c0_g1_i1
G46	TRINITY_DN132026_c2_g2_i2
G46	TRINITY_DN133592_c3_g1_i1
G46	TRINITY_DN110439_c0_g1_i2
G46	TRINITY_DN117624_c3_g1_i3
G46	TRINITY_DN118668_c0_g1_i3
G46	TRINITY_DN118924_c0_g1_i12
G46	TRINITY_DN136176_c1_g2_i5
G46	TRINITY_DN142049_c0_g1_i1
G46	TRINITY_DN123537_c2_g3_i1
G46	TRINITY_DN123258_c2_g2_i4
G46	TRINITY_DN137032_c0_g1_i1
G46	TRINITY_DN116990_c7_g1_i3
G46	TRINITY_DN137788_c1_g1_i3
G46	TRINITY_DN122911_c2_g1_i1
G46	TRINITY_DN137848_c6_g1_i2
G46	TRINITY_DN115024_c0_g1_i3
G46	TRINITY_DN144365_c0_g1_i3
G46	TRINITY_DN115101_c0_g1_i1
G46	TRINITY_DN119501_c2_g1_i4
G46	TRINITY_DN137136_c7_g3_i3
G46	TRINITY_DN140352_c3_g2_i2
G46	TRINITY_DN117505_c0_g1_i2
G46	TRINITY_DN115485_c2_g5_i2
G46	TRINITY_DN136507_c1_g2_i1
G46	TRINITY_DN131991_c5_g1_i1
G46	TRINITY_DN140612_c0_g3_i2
G46	TRINITY_DN133072_c3_g1_i8
G46	TRINITY_DN137880_c1_g1_i7
G46	TRINITY_DN137900_c2_g2_i2
G46	TRINITY_DN126704_c1_g3_i2
G46	TRINITY_DN140700_c0_g1_i1
G46	TRINITY_DN134107_c2_g2_i1
G46	TRINITY_DN132510_c1_g1_i3
G46	TRINITY_DN113478_c0_g1_i2
G46	TRINITY_DN127488_c4_g1_i3
G46	TRINITY_DN140925_c0_g2_i1
G46	TRINITY_DN131148_c1_g1_i2
G46	TRINITY_DN143550_c2_g2_i1
G46	TRINITY_DN126298_c1_g1_i3
G46	TRINITY_DN132213_c0_g1_i2
G46	TRINITY_DN130324_c2_g2_i3
G46	TRINITY_DN142400_c4_g1_i3
G46	TRINITY_DN137007_c0_g1_i4
G46	TRINITY_DN117211_c3_g1_i1
G46	TRINITY_DN142074_c3_g1_i3
G46	TRINITY_DN138944_c1_g1_i2
G46	TRINITY_DN135245_c6_g1_i1
G46	TRINITY_DN119578_c1_g2_i7
G46	TRINITY_DN128598_c6_g1_i3
G46	TRINITY_DN141898_c9_g1_i1
G46	TRINITY_DN132728_c0_g2_i1
G46	TRINITY_DN132319_c4_g1_i1
G46	TRINITY_DN131847_c1_g4_i1
G46	TRINITY_DN133827_c1_g2_i13
G46	TRINITY_DN129419_c2_g1_i1
G46	TRINITY_DN140790_c1_g1_i1
G46	TRINITY_DN139392_c4_g1_i1
G46	TRINITY_DN121853_c1_g4_i4
G46	TRINITY_DN130518_c4_g1_i4
G46	TRINITY_DN115581_c0_g1_i2
G46	TRINITY_DN133086_c5_g1_i2
G46	TRINITY_DN126022_c1_g2_i3
G46	TRINITY_DN138530_c1_g1_i3
G46	TRINITY_DN113992_c3_g1_i1
G46	TRINITY_DN139843_c2_g2_i2
G46	TRINITY_DN144440_c3_g1_i1
G46	TRINITY_DN131347_c0_g1_i1
G46	TRINITY_DN136750_c14_g3_i1
G46	TRINITY_DN112701_c0_g1_i1
G46	TRINITY_DN125916_c1_g1_i1
G46	TRINITY_DN136001_c2_g1_i2
G46	TRINITY_DN137277_c1_g1_i1
G46	TRINITY_DN129634_c1_g1_i1
G46	TRINITY_DN130516_c1_g1_i3
G46	TRINITY_DN117593_c5_g1_i1
G46	TRINITY_DN136427_c2_g1_i3
G46	TRINITY_DN144036_c4_g1_i4
G46	TRINITY_DN136892_c3_g1_i1
G46	TRINITY_DN138744_c4_g1_i6
G46	TRINITY_DN115594_c0_g5_i1
G46	TRINITY_DN130951_c5_g1_i1
G46	TRINITY_DN135847_c2_g3_i2
G46	TRINITY_DN119231_c4_g1_i7
G46	TRINITY_DN115079_c1_g3_i1
G46	TRINITY_DN122728_c2_g1_i1
G46	TRINITY_DN126783_c7_g1_i3
G46	TRINITY_DN129620_c2_g2_i3
G46	TRINITY_DN119592_c3_g3_i1
G46	TRINITY_DN128841_c2_g1_i3
G46	TRINITY_DN129263_c2_g1_i5
G46	TRINITY_DN138254_c5_g4_i2
G46	TRINITY_DN138384_c4_g4_i1
G46	TRINITY_DN133994_c0_g2_i2
G46	TRINITY_DN119780_c4_g6_i1
G46	TRINITY_DN135145_c2_g1_i4
G46	TRINITY_DN123095_c1_g2_i1
G46	TRINITY_DN124103_c5_g1_i2
G46	TRINITY_DN144349_c1_g1_i1
G46	TRINITY_DN135837_c0_g2_i4
G46	TRINITY_DN136853_c6_g1_i3
G46	TRINITY_DN129536_c2_g1_i1
G46	TRINITY_DN133164_c4_g2_i3
G46	TRINITY_DN120457_c1_g1_i8
G46	TRINITY_DN128087_c0_g2_i4
G46	TRINITY_DN123813_c4_g1_i1
G46	TRINITY_DN141125_c0_g2_i1
G46	TRINITY_DN126157_c0_g1_i3
G46	TRINITY_DN132580_c3_g7_i1
G46	TRINITY_DN113950_c6_g3_i3
G46	TRINITY_DN121095_c4_g2_i5
G46	TRINITY_DN132209_c0_g1_i1
G46	TRINITY_DN125436_c3_g1_i1
G46	TRINITY_DN127443_c2_g1_i1
G46	TRINITY_DN140429_c0_g1_i3
G46	TRINITY_DN132241_c2_g1_i2
G46	TRINITY_DN129829_c0_g1_i2
G46	TRINITY_DN136254_c1_g1_i3
G46	TRINITY_DN130789_c0_g1_i5
G46	TRINITY_DN116645_c4_g6_i1
G46	TRINITY_DN128784_c2_g1_i5
G46	TRINITY_DN114772_c6_g1_i3
G46	TRINITY_DN135067_c8_g2_i1
G46	TRINITY_DN134573_c1_g1_i9
G46	TRINITY_DN134018_c6_g1_i1
G46	TRINITY_DN139757_c0_g2_i1
G46	TRINITY_DN132547_c3_g1_i1
G46	TRINITY_DN123454_c3_g2_i1
G46	TRINITY_DN121453_c6_g2_i2
G46	TRINITY_DN128845_c1_g1_i1
G46	TRINITY_DN121956_c1_g2_i2
G46	TRINITY_DN119394_c0_g1_i2
G46	TRINITY_DN130720_c4_g1_i2
G46	TRINITY_DN120485_c6_g2_i7
G46	TRINITY_DN114035_c0_g1_i2
G46	TRINITY_DN141672_c1_g1_i4
G46	TRINITY_DN126930_c2_g1_i1
G46	TRINITY_DN140299_c7_g2_i1
G46	TRINITY_DN139913_c3_g1_i6
G46	TRINITY_DN128054_c1_g1_i1
G46	TRINITY_DN137960_c5_g1_i1
G46	TRINITY_DN128701_c2_g2_i5
G46	TRINITY_DN133231_c4_g1_i2
G46	TRINITY_DN114338_c0_g1_i2
G46	TRINITY_DN127231_c10_g1_i2
G46	TRINITY_DN135740_c1_g2_i1
G46	TRINITY_DN143300_c0_g1_i2
G46	TRINITY_DN137986_c2_g1_i6
G46	TRINITY_DN129325_c1_g3_i1
G46	TRINITY_DN115745_c6_g1_i3
G46	TRINITY_DN137683_c9_g1_i3
G46	TRINITY_DN143018_c0_g1_i1
G46	TRINITY_DN132073_c3_g1_i1
G46	TRINITY_DN119571_c5_g1_i13
G46	TRINITY_DN126224_c6_g1_i3
G46	TRINITY_DN139436_c5_g1_i1
G46	TRINITY_DN115096_c0_g1_i6
G46	TRINITY_DN138997_c0_g1_i4
G46	TRINITY_DN117321_c5_g1_i1
G46	TRINITY_DN141127_c0_g1_i5
G46	TRINITY_DN127497_c0_g1_i1
G46	TRINITY_DN129949_c0_g1_i1
G46	TRINITY_DN122671_c2_g3_i3
G46	TRINITY_DN136497_c3_g1_i1
G46	TRINITY_DN121813_c1_g3_i1
G46	TRINITY_DN136056_c3_g1_i3
G46	TRINITY_DN118242_c4_g1_i1
G46	TRINITY_DN123966_c0_g1_i2
G46	TRINITY_DN114036_c0_g1_i1
G46	TRINITY_DN116794_c0_g2_i5
G46	TRINITY_DN141358_c6_g4_i2
G46	TRINITY_DN136669_c3_g1_i3
G46	TRINITY_DN136208_c3_g2_i4
G46	TRINITY_DN132694_c1_g1_i1
G46	TRINITY_DN133538_c2_g1_i1
G46	TRINITY_DN143043_c2_g1_i3
G46	TRINITY_DN140044_c1_g1_i6
G46	TRINITY_DN145138_c0_g1_i1
G46	TRINITY_DN129705_c0_g1_i1
G46	TRINITY_DN142398_c4_g1_i1
G46	TRINITY_DN120189_c0_g1_i3
G46	TRINITY_DN142722_c4_g6_i1
G46	TRINITY_DN110115_c0_g4_i1
G46	TRINITY_DN138045_c5_g1_i1
G46	TRINITY_DN142072_c3_g4_i1
G46	TRINITY_DN114560_c0_g2_i1
G46	TRINITY_DN127543_c4_g2_i3
G46	TRINITY_DN121326_c0_g2_i7
G46	TRINITY_DN139036_c12_g1_i4
G46	TRINITY_DN120982_c8_g1_i1
G46	TRINITY_DN140246_c3_g1_i5
G46	TRINITY_DN134431_c4_g3_i1
G46	TRINITY_DN119213_c6_g1_i7
G46	TRINITY_DN136506_c0_g2_i2
G46	TRINITY_DN116668_c3_g1_i13
G46	TRINITY_DN132328_c1_g2_i1
G46	TRINITY_DN119264_c5_g5_i1
G46	TRINITY_DN128769_c4_g3_i1
G46	TRINITY_DN122329_c4_g3_i1
G46	TRINITY_DN130758_c8_g2_i2
G46	TRINITY_DN119826_c4_g4_i2
G46	TRINITY_DN134454_c3_g2_i1
G46	TRINITY_DN141790_c2_g1_i2
G46	TRINITY_DN130687_c8_g3_i2
G46	TRINITY_DN117239_c0_g1_i2
G46	TRINITY_DN136177_c1_g1_i7
G46	TRINITY_DN124145_c2_g1_i3
G46	TRINITY_DN137233_c4_g4_i1
G46	TRINITY_DN138692_c0_g5_i1
G46	TRINITY_DN142990_c8_g2_i2
G46	TRINITY_DN132146_c0_g2_i6
G46	TRINITY_DN142599_c5_g3_i1
G46	TRINITY_DN120845_c0_g2_i1
G46	TRINITY_DN115981_c1_g1_i1
G46	TRINITY_DN115919_c1_g1_i9
G46	TRINITY_DN124438_c0_g1_i4
G46	TRINITY_DN130385_c0_g1_i4
G46	TRINITY_DN131477_c1_g3_i1
G46	TRINITY_DN137774_c4_g3_i1
G46	TRINITY_DN141783_c6_g1_i3
G46	TRINITY_DN141390_c6_g1_i1
G46	TRINITY_DN141183_c3_g1_i2
G46	TRINITY_DN138205_c0_g1_i2
G46	TRINITY_DN142943_c4_g1_i6
