stage	trans
G46	TRINITY_DN129646_c4_g1_i1
G46	TRINITY_DN127297_c4_g3_i2
G46	TRINITY_DN116578_c1_g7_i2
G46	TRINITY_DN138101_c1_g1_i1
G46	TRINITY_DN133383_c13_g2_i1
G46	TRINITY_DN134376_c0_g2_i1
G46	TRINITY_DN125038_c0_g2_i3
G46	TRINITY_DN136482_c0_g1_i1
G46	TRINITY_DN120185_c3_g1_i11
G46	TRINITY_DN136852_c0_g4_i2
G46	TRINITY_DN127320_c2_g1_i1
G46	TRINITY_DN127943_c0_g1_i8
G46	TRINITY_DN128547_c7_g1_i3
G46	TRINITY_DN116472_c3_g1_i6
G46	TRINITY_DN142259_c1_g1_i1
G46	TRINITY_DN126405_c2_g1_i1
G46	TRINITY_DN114148_c2_g1_i6
G46	TRINITY_DN130150_c4_g1_i2
G46	TRINITY_DN133152_c5_g3_i4
G46	TRINITY_DN127598_c1_g3_i1
G46	TRINITY_DN121571_c6_g1_i15
G46	TRINITY_DN120093_c7_g1_i1
G46	TRINITY_DN139304_c3_g6_i1
G46	TRINITY_DN116799_c0_g1_i12
G46	TRINITY_DN138721_c2_g1_i5
G46	TRINITY_DN122725_c1_g1_i3
G46	TRINITY_DN139109_c3_g2_i5
G46	TRINITY_DN122885_c4_g2_i2
G46	TRINITY_DN133226_c2_g1_i2
G46	TRINITY_DN110307_c0_g1_i2
G46	TRINITY_DN126152_c7_g2_i6
G46	TRINITY_DN141676_c0_g2_i6
G46	TRINITY_DN143354_c11_g1_i1
G46	TRINITY_DN129435_c5_g2_i1
G46	TRINITY_DN124982_c0_g1_i1
G46	TRINITY_DN142232_c2_g2_i1
G46	TRINITY_DN134850_c0_g1_i2
G46	TRINITY_DN113046_c1_g1_i1
G46	TRINITY_DN115345_c0_g1_i4
G46	TRINITY_DN132927_c7_g1_i1
G46	TRINITY_DN127134_c5_g3_i2
G46	TRINITY_DN142910_c2_g1_i3
G46	TRINITY_DN114932_c6_g1_i1
G46	TRINITY_DN140667_c1_g3_i2
G46	TRINITY_DN114794_c1_g5_i2
G46	TRINITY_DN126215_c1_g1_i1
G46	TRINITY_DN140270_c1_g3_i1
G46	TRINITY_DN135600_c4_g1_i3
G46	TRINITY_DN139790_c1_g1_i1
G46	TRINITY_DN133195_c2_g1_i1
G46	TRINITY_DN114377_c0_g1_i1
G46	TRINITY_DN140143_c0_g1_i2
G46	TRINITY_DN115136_c0_g1_i2
G46	TRINITY_DN135659_c8_g3_i1
G46	TRINITY_DN122923_c0_g3_i5
G46	TRINITY_DN115896_c0_g1_i1
G46	TRINITY_DN123824_c1_g2_i2
G46	TRINITY_DN115705_c1_g1_i1
G46	TRINITY_DN134259_c2_g2_i1
G46	TRINITY_DN116066_c0_g1_i2
G46	TRINITY_DN116148_c0_g1_i2
G46	TRINITY_DN126003_c1_g1_i4
G46	TRINITY_DN123141_c5_g2_i1
G46	TRINITY_DN138995_c3_g4_i2
G46	TRINITY_DN137406_c3_g1_i3
G46	TRINITY_DN127288_c10_g1_i3
G46	TRINITY_DN114554_c0_g1_i1
G46	TRINITY_DN128113_c0_g1_i4
G46	TRINITY_DN117886_c1_g1_i3
G46	TRINITY_DN120174_c1_g2_i4
G46	TRINITY_DN141703_c2_g1_i2
G46	TRINITY_DN126601_c2_g1_i18
G46	TRINITY_DN138323_c1_g1_i1
G46	TRINITY_DN123145_c1_g3_i1
G46	TRINITY_DN121647_c5_g4_i2
G46	TRINITY_DN132468_c0_g1_i3
G46	TRINITY_DN131761_c5_g1_i2
G46	TRINITY_DN134144_c0_g2_i1
G46	TRINITY_DN130824_c2_g1_i1
G46	TRINITY_DN130712_c0_g1_i2
G46	TRINITY_DN111627_c0_g1_i4
G46	TRINITY_DN141857_c4_g1_i1
G46	TRINITY_DN134776_c1_g2_i5
G46	TRINITY_DN133959_c0_g1_i2
G46	TRINITY_DN135065_c0_g2_i1
G46	TRINITY_DN115107_c0_g1_i2
G46	TRINITY_DN124982_c0_g3_i1
G46	TRINITY_DN142028_c0_g2_i2
G46	TRINITY_DN113851_c0_g1_i5
G46	TRINITY_DN140629_c0_g2_i2
G46	TRINITY_DN114620_c8_g2_i5
G46	TRINITY_DN138123_c5_g1_i1
G46	TRINITY_DN121562_c2_g1_i2
G46	TRINITY_DN119584_c4_g1_i3
G46	TRINITY_DN142795_c0_g2_i5
G46	TRINITY_DN136029_c0_g1_i1
G46	TRINITY_DN112401_c0_g1_i4
G46	TRINITY_DN117511_c4_g1_i1
G46	TRINITY_DN128824_c5_g1_i1
G46	TRINITY_DN121005_c3_g1_i1
G46	TRINITY_DN143199_c4_g1_i2
G46	TRINITY_DN114360_c0_g2_i1
G46	TRINITY_DN142411_c9_g1_i1
G46	TRINITY_DN110253_c0_g1_i1
G46	TRINITY_DN108054_c0_g1_i2
G46	TRINITY_DN125923_c0_g1_i3
G46	TRINITY_DN137253_c2_g1_i1
G46	TRINITY_DN144405_c3_g1_i3
G46	TRINITY_DN142636_c0_g1_i1
G46	TRINITY_DN124505_c0_g1_i4
G46	TRINITY_DN131701_c9_g1_i3
G46	TRINITY_DN118148_c0_g1_i3
G46	TRINITY_DN123022_c2_g2_i1
G46	TRINITY_DN114949_c3_g5_i4
G46	TRINITY_DN121250_c1_g1_i1
G46	TRINITY_DN112500_c0_g1_i4
G46	TRINITY_DN128317_c6_g1_i2
G46	TRINITY_DN137534_c0_g3_i3
G46	TRINITY_DN134134_c0_g1_i3
G46	TRINITY_DN142038_c1_g1_i1
G46	TRINITY_DN140345_c0_g1_i1
G46	TRINITY_DN141915_c0_g1_i2
G46	TRINITY_DN128969_c0_g1_i1
G46	TRINITY_DN129022_c4_g3_i2
G46	TRINITY_DN137151_c2_g1_i1
G46	TRINITY_DN123296_c2_g1_i1
G46	TRINITY_DN116115_c6_g1_i2
G46	TRINITY_DN126200_c1_g2_i2
G46	TRINITY_DN119122_c3_g1_i5
G46	TRINITY_DN142719_c0_g1_i4
G46	TRINITY_DN139865_c3_g1_i2
G46	TRINITY_DN122413_c5_g1_i1
G46	TRINITY_DN142472_c2_g1_i1
G46	TRINITY_DN112880_c0_g1_i1
G46	TRINITY_DN118214_c3_g3_i1
G46	TRINITY_DN131025_c2_g1_i1
G46	TRINITY_DN127516_c6_g1_i1
G46	TRINITY_DN125179_c9_g1_i5
G46	TRINITY_DN124625_c4_g1_i3
G46	TRINITY_DN125692_c0_g1_i3
G46	TRINITY_DN130078_c2_g1_i1
G46	TRINITY_DN134997_c2_g2_i2
G46	TRINITY_DN130766_c8_g2_i2
G46	TRINITY_DN123149_c4_g1_i4
G46	TRINITY_DN113516_c0_g1_i1
G46	TRINITY_DN113064_c0_g1_i1
G46	TRINITY_DN112074_c0_g1_i1
G46	TRINITY_DN115784_c1_g1_i3
G46	TRINITY_DN141993_c8_g1_i3
G46	TRINITY_DN134473_c2_g2_i2
G46	TRINITY_DN114906_c2_g3_i2
G46	TRINITY_DN135955_c0_g1_i2
G46	TRINITY_DN124355_c1_g5_i1
G46	TRINITY_DN119791_c8_g1_i9
G46	TRINITY_DN136002_c0_g2_i2
G46	TRINITY_DN115952_c3_g2_i2
G46	TRINITY_DN135149_c2_g1_i3
G46	TRINITY_DN122923_c0_g4_i1
G46	TRINITY_DN139634_c1_g2_i6
G46	TRINITY_DN124879_c3_g3_i1
G46	TRINITY_DN130007_c2_g1_i2
G46	TRINITY_DN139863_c2_g1_i2
G46	TRINITY_DN130711_c1_g1_i1
G46	TRINITY_DN141457_c1_g3_i2
G46	TRINITY_DN142317_c0_g1_i1
G46	TRINITY_DN141463_c3_g1_i3
G46	TRINITY_DN115607_c0_g1_i2
G46	TRINITY_DN116417_c0_g1_i2
G46	TRINITY_DN142727_c3_g1_i7
G46	TRINITY_DN111985_c0_g1_i1
G46	TRINITY_DN125038_c0_g3_i4
G46	TRINITY_DN122840_c0_g3_i1
G46	TRINITY_DN119552_c7_g2_i3
G46	TRINITY_DN140552_c2_g1_i1
G46	TRINITY_DN134494_c0_g1_i2
G46	TRINITY_DN124032_c2_g2_i3
G46	TRINITY_DN136756_c0_g1_i1
G46	TRINITY_DN137122_c3_g2_i2
G46	TRINITY_DN113883_c0_g1_i1
G46	TRINITY_DN118534_c3_g1_i1
G46	TRINITY_DN136906_c2_g1_i4
G46	TRINITY_DN116057_c4_g5_i2
G46	TRINITY_DN136550_c0_g1_i2
G46	TRINITY_DN115554_c4_g2_i1
G46	TRINITY_DN131673_c3_g2_i1
G46	TRINITY_DN114411_c0_g1_i2
G46	TRINITY_DN113442_c0_g1_i5
G46	TRINITY_DN117685_c7_g1_i1
G46	TRINITY_DN118751_c2_g2_i1
G46	TRINITY_DN120772_c1_g1_i3
G46	TRINITY_DN136338_c1_g2_i1
G46	TRINITY_DN116186_c6_g1_i2
G46	TRINITY_DN125477_c1_g2_i2
G46	TRINITY_DN127825_c3_g2_i1
G46	TRINITY_DN139025_c0_g1_i2
G46	TRINITY_DN115571_c0_g1_i7
G46	TRINITY_DN126677_c3_g1_i2
G46	TRINITY_DN141835_c5_g1_i2
G46	TRINITY_DN133174_c0_g1_i2
G46	TRINITY_DN119256_c2_g2_i1
G46	TRINITY_DN122197_c7_g2_i1
G46	TRINITY_DN105482_c0_g1_i3
G46	TRINITY_DN116633_c11_g5_i1
G46	TRINITY_DN132035_c2_g1_i2
G46	TRINITY_DN131713_c0_g3_i3
G46	TRINITY_DN121624_c3_g1_i7
G46	TRINITY_DN116171_c0_g1_i2
G46	TRINITY_DN127942_c0_g1_i2
G46	TRINITY_DN117794_c3_g1_i1
G46	TRINITY_DN132487_c2_g2_i3
G46	TRINITY_DN130630_c6_g2_i1
G46	TRINITY_DN142472_c0_g1_i2
G46	TRINITY_DN126252_c3_g1_i5
G46	TRINITY_DN141075_c6_g2_i1
G46	TRINITY_DN124831_c0_g1_i1
G46	TRINITY_DN127615_c0_g2_i4
G46	TRINITY_DN114460_c4_g4_i1
G46	TRINITY_DN125176_c0_g4_i3
G46	TRINITY_DN120524_c8_g3_i6
G46	TRINITY_DN124886_c3_g2_i1
G46	TRINITY_DN114612_c0_g1_i10
G46	TRINITY_DN115804_c4_g1_i2
G46	TRINITY_DN125500_c9_g1_i1
G46	TRINITY_DN128307_c0_g1_i1
G46	TRINITY_DN134438_c1_g2_i10
G46	TRINITY_DN144108_c0_g1_i1
G46	TRINITY_DN155318_c0_g1_i1
G46	TRINITY_DN115132_c8_g1_i1
G46	TRINITY_DN119132_c2_g3_i1
G46	TRINITY_DN135324_c2_g1_i12
G46	TRINITY_DN121412_c1_g1_i2
G46	TRINITY_DN137267_c0_g1_i3
G46	TRINITY_DN133157_c3_g1_i1
G46	TRINITY_DN132609_c5_g3_i8
G46	TRINITY_DN135950_c0_g1_i2
G46	TRINITY_DN123985_c4_g1_i1
G46	TRINITY_DN141457_c1_g2_i1
G46	TRINITY_DN113487_c0_g1_i6
G46	TRINITY_DN134621_c0_g1_i2
G46	TRINITY_DN116377_c0_g1_i4
G46	TRINITY_DN137082_c2_g1_i4
G46	TRINITY_DN120248_c4_g2_i1
G46	TRINITY_DN144339_c7_g3_i1
G46	TRINITY_DN135955_c0_g2_i2
G46	TRINITY_DN143069_c0_g2_i3
G46	TRINITY_DN141801_c0_g1_i3
G46	TRINITY_DN126000_c5_g4_i1
G46	TRINITY_DN126347_c6_g1_i3
G46	TRINITY_DN128015_c0_g1_i8
G46	TRINITY_DN117781_c0_g1_i1
G46	TRINITY_DN113319_c0_g1_i1
G46	TRINITY_DN129832_c2_g3_i1
G46	TRINITY_DN142078_c7_g5_i1
G46	TRINITY_DN134947_c2_g1_i1
G46	TRINITY_DN127928_c1_g1_i1
G46	TRINITY_DN131241_c0_g1_i11
G46	TRINITY_DN116377_c0_g2_i4
G46	TRINITY_DN143168_c4_g8_i1
G46	TRINITY_DN114673_c0_g1_i3
G46	TRINITY_DN112164_c0_g1_i1
G46	TRINITY_DN119681_c6_g1_i1
G46	TRINITY_DN137174_c2_g1_i4
G46	TRINITY_DN128153_c4_g1_i5
G46	TRINITY_DN135207_c6_g1_i1
G46	TRINITY_DN129511_c4_g1_i1
G46	TRINITY_DN141399_c1_g1_i1
G46	TRINITY_DN125140_c1_g3_i2
G46	TRINITY_DN130324_c1_g1_i3
G46	TRINITY_DN128167_c1_g1_i1
G46	TRINITY_DN129306_c5_g2_i5
G46	TRINITY_DN136362_c3_g1_i1
G46	TRINITY_DN134324_c3_g1_i2
G46	TRINITY_DN126587_c4_g1_i3
G46	TRINITY_DN142253_c1_g1_i1
G46	TRINITY_DN123365_c3_g3_i1
G46	TRINITY_DN116988_c0_g2_i3
G46	TRINITY_DN128906_c0_g1_i3
G46	TRINITY_DN140496_c0_g1_i3
G46	TRINITY_DN136111_c1_g3_i1
G46	TRINITY_DN113589_c0_g1_i1
G46	TRINITY_DN132455_c0_g1_i3
G46	TRINITY_DN123353_c0_g1_i5
G46	TRINITY_DN128929_c3_g1_i1
G46	TRINITY_DN134186_c2_g1_i4
G46	TRINITY_DN128455_c0_g1_i2
G46	TRINITY_DN129653_c1_g1_i1
G46	TRINITY_DN131460_c0_g3_i1
G46	TRINITY_DN127645_c9_g3_i1
G46	TRINITY_DN142484_c9_g3_i1
G46	TRINITY_DN113676_c0_g2_i1
G46	TRINITY_DN129042_c0_g1_i7
G46	TRINITY_DN129788_c0_g1_i1
G46	TRINITY_DN134387_c0_g1_i1
G46	TRINITY_DN114552_c0_g2_i1
G46	TRINITY_DN119934_c7_g1_i2
G46	TRINITY_DN123398_c2_g7_i3
G46	TRINITY_DN121742_c0_g1_i1
G46	TRINITY_DN116785_c1_g1_i9
G46	TRINITY_DN117392_c3_g1_i1
G46	TRINITY_DN133147_c0_g1_i1
G46	TRINITY_DN130696_c3_g1_i4
G46	TRINITY_DN132341_c5_g1_i1
G46	TRINITY_DN135814_c8_g1_i3
G46	TRINITY_DN117684_c5_g1_i1
G46	TRINITY_DN115667_c6_g3_i3
G46	TRINITY_DN127366_c0_g1_i12
G46	TRINITY_DN122288_c0_g4_i1
G46	TRINITY_DN135204_c0_g1_i1
G46	TRINITY_DN129180_c3_g1_i3
G46	TRINITY_DN125388_c1_g4_i1
G46	TRINITY_DN116896_c10_g3_i3
G46	TRINITY_DN137094_c0_g1_i4
G46	TRINITY_DN134508_c6_g1_i1
G46	TRINITY_DN133320_c5_g4_i1
G46	TRINITY_DN114603_c7_g4_i1
G46	TRINITY_DN131425_c1_g1_i3
G46	TRINITY_DN128528_c3_g1_i3
G46	TRINITY_DN113886_c0_g1_i1
G46	TRINITY_DN127884_c3_g9_i1
G46	TRINITY_DN123384_c0_g2_i1
G46	TRINITY_DN122997_c2_g1_i16
G46	TRINITY_DN142837_c5_g1_i2
G46	TRINITY_DN122458_c0_g2_i1
G46	TRINITY_DN115659_c0_g1_i5
G46	TRINITY_DN142543_c1_g1_i1
G46	TRINITY_DN126371_c10_g2_i5
G46	TRINITY_DN122680_c0_g1_i1
G46	TRINITY_DN137256_c1_g3_i1
G46	TRINITY_DN111876_c0_g1_i1
G46	TRINITY_DN138070_c1_g1_i1
G46	TRINITY_DN126970_c4_g3_i1
G46	TRINITY_DN140518_c0_g1_i8
G46	TRINITY_DN128172_c0_g1_i3
G46	TRINITY_DN116506_c2_g2_i1
G46	TRINITY_DN135457_c0_g1_i3
G46	TRINITY_DN118161_c2_g1_i1
G46	TRINITY_DN141766_c5_g1_i1
G46	TRINITY_DN114748_c3_g1_i1
G46	TRINITY_DN123033_c2_g1_i4
G46	TRINITY_DN142250_c0_g2_i1
G46	TRINITY_DN136836_c2_g1_i1
G46	TRINITY_DN117293_c7_g1_i1
G46	TRINITY_DN133789_c2_g2_i1
G46	TRINITY_DN113264_c0_g2_i1
G46	TRINITY_DN132494_c6_g1_i1
G46	TRINITY_DN117267_c5_g1_i2
G46	TRINITY_DN117827_c7_g1_i2
G46	TRINITY_DN124576_c3_g1_i2
G46	TRINITY_DN143921_c12_g2_i2
G46	TRINITY_DN142232_c2_g1_i2
G46	TRINITY_DN115761_c6_g2_i3
G46	TRINITY_DN110429_c0_g1_i1
G46	TRINITY_DN138981_c7_g1_i1
G46	TRINITY_DN135281_c3_g4_i1
G46	TRINITY_DN117883_c3_g1_i1
G46	TRINITY_DN136919_c1_g1_i1
G46	TRINITY_DN120959_c0_g1_i1
G46	TRINITY_DN141149_c3_g1_i1
G46	TRINITY_DN120378_c3_g3_i1
G46	TRINITY_DN131738_c2_g1_i1
G46	TRINITY_DN129348_c3_g1_i1
G46	TRINITY_DN141654_c0_g1_i6
G46	TRINITY_DN126970_c4_g2_i1
G46	TRINITY_DN121116_c7_g6_i1
G46	TRINITY_DN139719_c4_g2_i3
G46	TRINITY_DN144111_c6_g2_i1
G46	TRINITY_DN141369_c8_g1_i2
G46	TRINITY_DN129137_c2_g1_i1
G46	TRINITY_DN140660_c10_g3_i2
G46	TRINITY_DN131206_c0_g1_i2
G46	TRINITY_DN119584_c5_g2_i3
G46	TRINITY_DN140190_c3_g2_i9
G46	TRINITY_DN124715_c2_g2_i6
G46	TRINITY_DN137112_c0_g1_i2
G46	TRINITY_DN122446_c5_g3_i2
G46	TRINITY_DN131667_c3_g1_i5
G46	TRINITY_DN112781_c0_g1_i2
G46	TRINITY_DN138191_c9_g1_i4
G46	TRINITY_DN137785_c0_g1_i5
G46	TRINITY_DN121686_c2_g1_i2
G46	TRINITY_DN114617_c4_g6_i1
G46	TRINITY_DN137194_c0_g1_i10
G46	TRINITY_DN142795_c0_g3_i1
G46	TRINITY_DN125586_c12_g1_i2
G46	TRINITY_DN133599_c1_g3_i1
G46	TRINITY_DN129022_c4_g1_i1
G46	TRINITY_DN132457_c5_g2_i1
G46	TRINITY_DN140139_c0_g3_i4
G46	TRINITY_DN139022_c0_g1_i5
G46	TRINITY_DN110747_c0_g2_i2
G46	TRINITY_DN133650_c1_g1_i5
G46	TRINITY_DN132921_c2_g4_i1
G46	TRINITY_DN115799_c6_g2_i7
G46	TRINITY_DN138315_c1_g2_i4
G46	TRINITY_DN139478_c3_g2_i1
G46	TRINITY_DN123806_c4_g3_i1
G46	TRINITY_DN112695_c0_g1_i1
G46	TRINITY_DN123172_c2_g1_i1
G46	TRINITY_DN131881_c4_g1_i1
G46	TRINITY_DN127579_c3_g1_i1
G46	TRINITY_DN136550_c0_g2_i2
G46	TRINITY_DN122067_c1_g1_i2
G46	TRINITY_DN132344_c1_g2_i1
G46	TRINITY_DN117503_c0_g1_i2
G46	TRINITY_DN136158_c5_g1_i1
G46	TRINITY_DN125431_c10_g1_i2
G46	TRINITY_DN130160_c0_g1_i1
G46	TRINITY_DN125059_c2_g1_i1
G46	TRINITY_DN135953_c0_g1_i4
G46	TRINITY_DN141429_c1_g1_i3
G46	TRINITY_DN117164_c0_g5_i4
G46	TRINITY_DN115623_c7_g1_i1
G46	TRINITY_DN117148_c0_g2_i1
G46	TRINITY_DN117310_c4_g1_i1
G46	TRINITY_DN118503_c10_g4_i2
G46	TRINITY_DN118624_c6_g3_i2
G46	TRINITY_DN113164_c0_g1_i2
G46	TRINITY_DN142076_c1_g1_i1
G46	TRINITY_DN130756_c1_g1_i1
G46	TRINITY_DN135940_c0_g1_i4
G46	TRINITY_DN139598_c0_g2_i3
G46	TRINITY_DN140360_c5_g1_i2
G46	TRINITY_DN138679_c0_g1_i3
G46	TRINITY_DN126321_c0_g2_i1
G46	TRINITY_DN161233_c0_g1_i1
G46	TRINITY_DN118517_c0_g1_i5
G46	TRINITY_DN125700_c1_g1_i2
G46	TRINITY_DN117893_c1_g1_i1
G46	TRINITY_DN123746_c0_g1_i1
G46	TRINITY_DN140765_c1_g1_i2
G46	TRINITY_DN137557_c0_g1_i1
G46	TRINITY_DN136482_c0_g3_i1
G46	TRINITY_DN125935_c6_g1_i3
G46	TRINITY_DN113676_c0_g1_i4
G46	TRINITY_DN128537_c1_g1_i3
G46	TRINITY_DN115226_c2_g4_i1
G46	TRINITY_DN136701_c2_g1_i6
G46	TRINITY_DN124852_c2_g4_i2
G46	TRINITY_DN144054_c5_g3_i2
G46	TRINITY_DN130762_c2_g1_i1
G46	TRINITY_DN138123_c6_g2_i2
G46	TRINITY_DN116875_c0_g1_i1
G46	TRINITY_DN122240_c6_g2_i1
G46	TRINITY_DN128265_c3_g3_i5
G46	TRINITY_DN122747_c2_g2_i1
G46	TRINITY_DN133796_c5_g8_i1
G46	TRINITY_DN119748_c2_g1_i1
G46	TRINITY_DN121831_c0_g1_i3
G46	TRINITY_DN139362_c5_g1_i1
G46	TRINITY_DN130641_c8_g1_i3
G46	TRINITY_DN130630_c5_g3_i1
G46	TRINITY_DN135238_c2_g2_i1
G46	TRINITY_DN125430_c2_g3_i5
G46	TRINITY_DN134189_c3_g2_i1
G46	TRINITY_DN121697_c4_g2_i2
G46	TRINITY_DN121209_c0_g1_i1
G46	TRINITY_DN136819_c0_g2_i1
G46	TRINITY_DN135127_c0_g2_i2
G46	TRINITY_DN124267_c4_g1_i6
G46	TRINITY_DN123728_c6_g1_i2
G46	TRINITY_DN118755_c8_g2_i1
G46	TRINITY_DN134451_c6_g1_i3
G46	TRINITY_DN123557_c0_g1_i4
G46	TRINITY_DN115135_c0_g1_i5
G46	TRINITY_DN139220_c0_g1_i13
G46	TRINITY_DN132303_c2_g1_i5
G46	TRINITY_DN113490_c0_g1_i2
G46	TRINITY_DN133171_c8_g2_i1
G46	TRINITY_DN119571_c3_g2_i1
G46	TRINITY_DN134669_c3_g1_i1
G46	TRINITY_DN141700_c1_g1_i1
G46	TRINITY_DN138854_c4_g4_i2
G46	TRINITY_DN125945_c2_g3_i1
G46	TRINITY_DN126632_c7_g2_i1
G46	TRINITY_DN119010_c9_g1_i2
G46	TRINITY_DN138668_c1_g1_i1
G46	TRINITY_DN139017_c1_g2_i3
G46	TRINITY_DN129174_c2_g4_i1
G46	TRINITY_DN124499_c6_g1_i2
G46	TRINITY_DN131175_c1_g2_i1
G46	TRINITY_DN143639_c7_g1_i1
G46	TRINITY_DN128962_c3_g2_i13
G46	TRINITY_DN129432_c3_g1_i1
G46	TRINITY_DN116666_c9_g3_i4
G46	TRINITY_DN117209_c0_g2_i2
G46	TRINITY_DN114477_c0_g1_i2
G46	TRINITY_DN122296_c8_g3_i1
G46	TRINITY_DN139543_c4_g1_i9
G46	TRINITY_DN139569_c3_g3_i2
G46	TRINITY_DN136148_c2_g5_i1
G46	TRINITY_DN144279_c2_g2_i23
G46	TRINITY_DN128947_c3_g1_i2
G46	TRINITY_DN133859_c1_g1_i2
G46	TRINITY_DN137708_c1_g1_i1
G46	TRINITY_DN123562_c1_g1_i1
G46	TRINITY_DN122673_c3_g1_i6
G46	TRINITY_DN137909_c1_g1_i7
G46	TRINITY_DN119137_c6_g1_i5
G46	TRINITY_DN123579_c0_g1_i3
G46	TRINITY_DN129813_c3_g2_i2
G46	TRINITY_DN130979_c0_g1_i2
G46	TRINITY_DN142470_c5_g3_i3
G46	TRINITY_DN120294_c5_g1_i7
G46	TRINITY_DN127102_c1_g1_i3
G46	TRINITY_DN133466_c5_g7_i1
G46	TRINITY_DN127743_c1_g2_i1
G46	TRINITY_DN135486_c0_g1_i1
G46	TRINITY_DN132109_c4_g1_i1
G46	TRINITY_DN135728_c1_g1_i1
G46	TRINITY_DN120973_c0_g5_i1
G46	TRINITY_DN126444_c0_g4_i2
G46	TRINITY_DN127219_c5_g1_i4
G46	TRINITY_DN118183_c0_g3_i1
G46	TRINITY_DN120831_c8_g1_i2
G46	TRINITY_DN118082_c8_g1_i2
G46	TRINITY_DN137909_c1_g3_i1
G46	TRINITY_DN140496_c0_g2_i1
G46	TRINITY_DN119321_c3_g1_i2
G46	TRINITY_DN122841_c2_g1_i1
G46	TRINITY_DN131459_c2_g1_i6
G46	TRINITY_DN121357_c2_g1_i1
G46	TRINITY_DN113907_c0_g1_i2
G46	TRINITY_DN120909_c0_g1_i2
G46	TRINITY_DN127405_c4_g1_i6
G46	TRINITY_DN117896_c0_g1_i1
G46	TRINITY_DN138123_c6_g1_i1
G46	TRINITY_DN138188_c0_g3_i1
G46	TRINITY_DN125833_c3_g2_i1
G46	TRINITY_DN113365_c0_g1_i1
G46	TRINITY_DN134977_c0_g2_i2
G46	TRINITY_DN122278_c4_g1_i3
G46	TRINITY_DN116399_c2_g1_i3
G46	TRINITY_DN130076_c3_g4_i1
G46	TRINITY_DN135681_c0_g1_i5
G46	TRINITY_DN125499_c0_g2_i4
G46	TRINITY_DN126412_c1_g1_i1
G46	TRINITY_DN128340_c0_g1_i1
G46	TRINITY_DN134821_c4_g1_i2
G46	TRINITY_DN114495_c0_g1_i3
G46	TRINITY_DN136772_c0_g1_i1
G46	TRINITY_DN133519_c0_g5_i2
G46	TRINITY_DN142072_c3_g1_i1
G46	TRINITY_DN113664_c0_g1_i1
G46	TRINITY_DN129834_c7_g1_i2
G46	TRINITY_DN127425_c1_g3_i1
G46	TRINITY_DN118034_c7_g2_i2
G46	TRINITY_DN123445_c0_g2_i1
G46	TRINITY_DN136911_c5_g2_i2
G46	TRINITY_DN120010_c4_g1_i1
G46	TRINITY_DN135402_c2_g1_i2
G46	TRINITY_DN140846_c7_g1_i1
G46	TRINITY_DN115612_c2_g3_i2
G46	TRINITY_DN131405_c5_g5_i1
G46	TRINITY_DN132475_c0_g2_i1
G46	TRINITY_DN125249_c2_g1_i2
G46	TRINITY_DN118008_c1_g1_i1
G46	TRINITY_DN143977_c0_g1_i2
G46	TRINITY_DN125787_c7_g1_i2
G46	TRINITY_DN144330_c1_g1_i1
G46	TRINITY_DN126801_c2_g5_i1
G46	TRINITY_DN121913_c0_g1_i3
G46	TRINITY_DN140227_c2_g2_i1
G46	TRINITY_DN131228_c1_g2_i2
G46	TRINITY_DN112607_c0_g1_i2
G46	TRINITY_DN108965_c0_g1_i1
G46	TRINITY_DN133712_c1_g1_i12
G46	TRINITY_DN136237_c2_g1_i4
G46	TRINITY_DN134964_c1_g1_i5
G46	TRINITY_DN137856_c4_g2_i2
G46	TRINITY_DN123710_c3_g6_i1
G46	TRINITY_DN143078_c2_g2_i2
G46	TRINITY_DN129562_c3_g1_i6
G46	TRINITY_DN143870_c2_g1_i1
G46	TRINITY_DN138340_c5_g1_i1
G46	TRINITY_DN142694_c4_g1_i1
G46	TRINITY_DN113783_c5_g2_i1
G46	TRINITY_DN112349_c1_g1_i2
G46	TRINITY_DN120040_c3_g1_i1
G46	TRINITY_DN121566_c1_g2_i3
G46	TRINITY_DN127394_c2_g1_i3
G46	TRINITY_DN138353_c0_g1_i6
G46	TRINITY_DN127605_c5_g2_i1
G46	TRINITY_DN109041_c1_g1_i2
G46	TRINITY_DN116867_c5_g1_i1
G46	TRINITY_DN125178_c2_g1_i5
G46	TRINITY_DN130426_c3_g3_i1
G46	TRINITY_DN132911_c4_g1_i1
G46	TRINITY_DN133049_c0_g1_i3
G46	TRINITY_DN134474_c0_g1_i2
G46	TRINITY_DN127978_c4_g1_i1
G46	TRINITY_DN121180_c3_g2_i2
G46	TRINITY_DN133476_c0_g1_i6
G46	TRINITY_DN120004_c4_g1_i4
G46	TRINITY_DN119256_c1_g1_i1
G46	TRINITY_DN126728_c3_g1_i2
G46	TRINITY_DN122942_c2_g1_i1
G46	TRINITY_DN133504_c1_g5_i4
G46	TRINITY_DN121872_c0_g1_i1
G46	TRINITY_DN140628_c0_g3_i1
G46	TRINITY_DN135279_c0_g1_i2
G46	TRINITY_DN128200_c2_g3_i2
G46	TRINITY_DN113267_c0_g1_i5
G46	TRINITY_DN114175_c0_g1_i6
G46	TRINITY_DN120783_c0_g2_i1
G46	TRINITY_DN130990_c4_g2_i1
G46	TRINITY_DN135494_c1_g2_i3
G46	TRINITY_DN121920_c5_g3_i1
G46	TRINITY_DN114143_c0_g1_i2
